essay_id	essay_set	essay	rater1_domain1	rater2_domain1	domain1_score
7314	3	Heat, dessert, humidity – all are things that affect the cyclist as on his journey. First, heat because the heat is making him thirsty for water @CAPS1 he is running row on. For example, the narrator describes, "… water bottles only had a few tantalizing sips." This means that the day is hot and running out of water. Second, dessert because the narrator is the only one around and deserts are usually diserted. For example the narrator exclaims "There was no one in sight, not a building, car, structure of any kind." @CAPS1 clearly states that he could be in a dessert where no one wants to be. Lastly, humidity, because it can be hot but then the humidity comes into plan and makes the sky more dry and seen hotter than it usually is. This is why heat, dessert, and humidity all are things that affect the cyclist as he is on a journey.	2	2	2
7315	3	The features of the setting greatly affect this cyclist. At first he is fine riding along the old-timers "shortcut" as he states that "things began well enough. I rode into the morning with strong legs and a smile on my face." But what he didn't know was this was the beginning of a very rough day. He arrived at the first "town" which was a ghost town. He wasn't overly worried yet but at about sixty miles in on his journey he came to a ramshackle shed, several rusty pumps, and a broken down corral. The cyclist explains how he had drank a lot of his water and was in need of some. He tried the pumps but he explains how "a far like substance oozed out, followed by brackish water feeling somewhere in the neighborhood of two hundred degrees." A couple miles later he came to a highway sign that read ROUGH ROAD AHEAD: DO NOT EXCEED POSTED SPEED LIMIT. The cyclist continued on desperate for water. He even came across a snake. He was now fearing a heat stroke. He came to an abandoned grape juice factory and hung his head. The cyclist then was almost completely dehydrated from the long, tiring bike rid. The cyclist was sure he was going to die from dehydration or a heatstroke that this terrible ride had caused. He finally came to a shop a drank from the sink. So this ride was torturous due to the setting.	3	3	3
7316	3	The features of the setting affected the cyclist in positive and negative ways. At first, there were the two old men who gave the cyclist the out-of-date information. They affected him negatively because if it wasn't for them, the cyclist would have never gotten lost. When the cyclist arrived at the first town, the water pump affected him, the cyclist was running out of water and the water from the water pump tasted like battery acid and was about @NUM1°. The cyclist was becoming more and more dehydrated and the small, rolling hills didn't help his dehydration, he also used a lot of energy in order to go over the hills. Finally, he found Gary and Wilber's fish camp where he was able to get water. This whole experience in a way, affected the cyclist positively even though, at the time, he was affected negatively. The cyclist learned to not take advice from really old people who "haven't left the confines of their porches since Carter was in office." The cyclist was affected positively and negatively by the features of the setting.	1	1	1
7317	3	In the essay "Rough Road Ahead: Do not exceed posted speed limit" the cyclist is on a journey to Yosemite National Park and stops for advice on a quicker route. When he asks the old men he says, "Never accept travel advice from a collection of old-timers who haven't left the confines of their porches since carter was in office." Along with using their advice he faces abandoned ghost towns that they said were thriving spots. The cyclist overcomes the rolling hills of terrain and mirages and the heat of a day in June in the California in deserts. Finally he sees bait and tack shop and when he sees that the men who own the place are older than the other guys he just stares at them in all. Based on the quote you can infer that the cyclist will ignore their advice about having the best map. 	2	2	2
7318	3	The features in the setting affect cyclist in many ways. One of which is bring only to carry so much equipment which @MONTH1 be needed. For example, you can only take so much water with you and once you run out of there are no buildings or anything around that you are out of luck. Also, you can only take so much food. Finally, when you are ready to go to sleep you can't just pull over you have to ride until you find a hotel or get home. I know that I would not make it. So those are just a few reasons on why the setting affects cyclist.	1	1	1
7319	3	"The features of the setting affect the cyclist by making him dehydrated, troubled, and relieved. The cyclist is dehydrated because of the horrible heat. He says "the growing realie at von that l would drop from heatstroke on a gorgeous day in June." This means that the heat is a treat to him and would cause him to become dehydrated and have heatstroke. The cyclist is troubled by the scarce sourroundings. ""a corral that couldn't hold the lamest mule." He is getting worried because there is no one around and his directions are starting to sound wrong. The cyclist is relieved by the water from the sink. He had the "overwhelming urge to seek out Gary and Wilber, kiss them." This means that that he is so relieved that he has finally found water and he wants to thanks the owners of the bait shop for providing it."	3	3	3
7320	3	The features of the setting affect the cyclist in the story "Rough Road Ahead" by Joe Kurmaskie. The downhill land format helped him in a way because he wouldn't have to use strength and pedal as hard without having as much water in his body. When he came to a pump, it was rusty with tar oozing out followed by hot brackish water flavored like battery acid. The dryness of the dessert had a bad affect on the cyclist because he wasn't able to get to the Yosemite water until the end. The breeze of the wind had a positive affect because it helped to cool him down. The features of the setting in the story "Rough Road Ahead" by Joe Kurmaskie affect the cyclist.	2	2	2
7321	3	Many things that involve settings can affect other things. In the "Do not exceed the posted speed limit" by Joe Kurmaskie, a cyclist is affected by the setting as he travels to Yosemite National park. "The water bottles contained only a few tantalizing sips. Wide rings of dried sweat circled my shirt, and the growing realization that I could drop from a heatstroke on a gorgeous day…." (kurmaskie @NUM1). The sertting from the day is affecting him very much and it is hard for him to continue. He is very tired and almost sick from the heat. The settings of this place are hurting to the cycleist and he wants to go home and away from the heat. The setting of this place effects the cyclist very much.	2	2	2
7322	3	The features of the setting affect the cyclist. One way that the features affect the cyclist, is that it is summer time, and it harder for the cyclist because	1	1	1
7323	3	The features of the setting affect the cyclist in many ways. One way could be if the setting was in, like, a place with a lot of water, then the cyclist wouldn't have to worry about dehydration. Another reason would be if the old men were never outside in the first place, then none of this would have also happened.   	1	1	1
7324	3	The features of the setting affect the cyclist physically. The want of the California desert canes the cyclist to became tired and dehydrated. For example the another states "I cased past, trying to keep my balance dehydrated star," The setting is the main factory which causes the cyclist to become dehydrated.	1	1	1
7325	3	One part of the setting that is affecting him is the sun, which is mercilessly overheating the biker. Another problem is the terrain he is on, which is a number of small hills is wearing him out. There are also apparently no trees for shade and no clouds or wind to cool him off.	1	1	1
7326	3	"The features of the setting affect the cyclist because as the terrain got rougher things to the cyclist got harder. In paragraph @NUM1; there is a senteance that says, "It read: Rough Road Ahead: Do Not Exceed Posted Speed Limit." In the next paragraph the cyclist comments, "sometimes life can feel so cruel." @CAPS1 because the road ahead got rough to the cyclist life was cruel. All the features like the snake, lack of water and rolling hills are all obsticules in life, people have to experience. We might not like it but the reward at the end is wonderful."	2	2	2
7327	3	The features of the setting that affect the cyclist are the conditions of the road and weather. he hit some bad and nasty water. along with other hazardous things, he also tried to ride through a desert where he had already drank all his bottles of water and had nothing left to drink, he was very dehydrated and had to drink nesles water. It was hard for him to keep going, being dehydrated so bad but he had to. at one point a big snake almost took up the entire road and he had to just ease his way on by it, his riding conditions were so bad, he thought he was going to die, he said the birds were going to eat him. The weather was so hot it was hard to go on, he finally found a bathroom, went inside it drank water from the sink and yellced to a man that told him the direction he wanted	2	2	2
7328	3	"The features of the setting do indeed affect the cyclist. First in the story when describing the setting it says "there was no one in sight, not a building, car, or structure of any kind." @CAPS1 basically giving a hint or foreshadow that something bad is going to happen because hes alone. Another description of the setting when it affects the cyclist when it says "Rough Road Ahead; Do Not Exceed Posted Speed Limit" @CAPS1 pretty much saying danger ahead, something bad will happen."	1	1	1
7329	3	The setting affect the cyclist in many ways. How because there was not a posted speed limit up there cause the cyclist went right throw and over goin faster then he was suppored to.	1	1	1
7330	3	Poisonous snakes, mirages, rolling hills, and dry dead tumbleweed these features in the setting that the cyclist was going through have the greatest effect of all. They showed the trecherous path he took the obstacles he had to surpass the prevail. The purpose of including some features of the setting like the poisonous snakes, mirages, rolling hills, no signs of life, and no water all show and impact how bad the conditions were. If it left out these sectives the audience could say/think he was traveling through any old trail, for all they know the cyclist could be traveling along a windy river passing threw nice developed towns, so you see the features in the setting help set the mood and also reveal the confident of the story.	1	2	2
7331	3	When you do something really to often you get used to it, well I think is the same thing with how sitting affects the cyclist features. It might make their butt flat or their back has a diferent shape and with different shep I dont mean that they are diformed but evey person is diferen so their back can either have a "@CAPS1" shape or an "I" shape or a "D" shape.	0	0	0
7332	3	The features of the setting affect the cyclist in these ways. The cyclist was very hot. "wide rings of dried sweat circled my shirt and the growing realization that I could drop from heartsroke on a gorgeous day in June." The towns that passed through that were supposed to have people were in fact deserted. His ride ended up being even harder than it would have been. This is how the features of the setting affect the cyclist.	2	2	3
7333	3	There are many features of the setting that would affect the pedalists. "Flat road was replaced by short rolling hills "(kurmaskie @NUM1) shows the change of terrain. Hills must be traveled up to get to the other side and that takes much time and eneegy, especially for bike riders. "high deserats of California in June "(kurmaskie @NUM1) shows heat. Heat makes it harder for most people to concentrate and causes people to heat overheated when exerting much force at once. These two co	2	2	2
7334	3	The different settings of the cyclist affected him by how he felt when he rode the bike on the rode. He was well excited and happy that he is going on the ride and how he truly felt about how he rode the bike real fast through the short cut. And how he came over a long, crippling hill he was riding real fast. So unfortunately he was riding fast non stop and how he came through the whole road with relief. He felt so free and how he when he came over hills that are tall and large. But he mostly believed he could find his way at the end. He said it himself he always stuck in the future. So he's keeping his future and his wisdom to himself. He thought he was gonna die but all he had to do is ask for a little push. But different things did affect the cyclist by doing the impossible of his very bright future.	1	1	1
7335	3	One of the biggest problems that the author faced in his essay was his surroundings. The setting of the story in Yosemite provided many obstacles such as the vastness of the park, the summer heat, and the fact that many places had been abandoned. The summer heat was the biggest problem for the cyclist. He had to bike many miles, but he only had limited supply of water. Eventually, his water supply began to run low, which increased his determination to find the next town before he collapsed. It is this determination which moves him from ghost town to ghost town and keeps the story moving. Another big problem was the vastness of Yosemite National Park, which he was biking through. Any wrong turns (which he took, thanks to the direction he was given) could get him lost and thrown off track for a very long time. It was his confusion as to where the next time was that kept him biking, with difficulty and made for an interesting story. An example of the vastness of the park was when he quote, "About forty miles into the pedal, I arrived at the first ‘town.' This place might have been a thriving spot at one time-say, before the last world war-but on that morning it fit the traditional definition of a ghost town." This quote shows that even after many miles, he hadn't seen a sign of anyone living, which would have increased his desperation to keep looking for civilization.	3	3	3
7336	3	In ''Do Not Exceed Speed Limit,'' by Joe Kurmaskie, the author depicts the vivid details of the setting and how they contribute to the cyclist's condition. For example, the author wrote "Over one long, crippling hill, a building come into view. I wiped the sweat from my eye" The way the author described the hill as "crippling" should how much energy it was taking away from the cyclist. Another quote that contributed to the cyclist's journey was, "that smoky blues tune ''Summer time" rattled around in the dry honeycombs of my deteriorating brain." This expressed how dehydrated the summer heat way making him. I believe the author used modifying details to support the description of the cyclist's condition. I think the description of the setting enhanced the reader's perception of the cyclist's journey.   	3	2	3
7337	3	The terrain the cyclist faces don't help very mach considering he is almost out of water, he came across hills that ticed himout a lot & made him even more thirsty. Also, when we came across the juice factory he used a lot of energy to get there because he was excited and that made him even more thirsty. Therefore if he didn't have any energy left after all of that he wouldn't have been able to get to the baits shop.	2	2	2
7338	3	The features of the setting affect the cyclist in many ways. First of all he is in the middle of no where, and he doesn't know the direction of where he is going, and he also doesn't know the people who live there. The other thing is that he doesn't have a food, or a drink, so without eating or drinking he can't get energy, so he can't ride the bike.	1	1	1
7339	3	The features in the setting in the story afects the cyclist in many ways. For example in the story it said, "At same point, tumple weed crossed my path." This is saying that he is in the desert or somewhere very hot because I know that you usually only see tumple weeds in very hot places. Thus, being in the desert affect the cyclist because he is already low on water then being  in a place as hot as the desert made him get even nor dehydrated. Another feature in the setting in this story that affected the cyclest is the hills he had to climb. This affected him because he was already  dehydrated and climbing hills made him have to work more which caused him to lose more sweat and become even more dehydrated. Those are two examples of how the features in the setting of this story affected the cyclest.	2	2	2
7340	3	The setting in this story is very hard for the cyclist. His main problem is the lack of water. If you deprive the body of water all of your major organs will bake in the hot sun. Another problem was the condition of the terrain. It is very hard to cycle on bumpy dry land. These are any a few problems the cyclist encountered.	2	2	2
7341	3	The feature in the setting affeted the cyclist alot. It was a hot summer day and he was running out of water. With oll the heat he could have had a heat stroke. Another problem was the hills. He didn't have alot of energy, ?? the sun were tiding it from him.	1	1	1
7342	3	The features of the setting affected the cycles beceuse it was hot and was a mough train.	1	1	1
7343	3	The features of the setting affect the cyclist because as he gets closer to the nearest town  the ground becomes rougher to ride on. Like when he sees the sign saying not to exceed the limit. That shows that the ground is going to be rough.	1	1	1
7344	3	The features of the setting in, "Rough Road Ahead" negatively affect the cyclist. In the California desert, water is everything. If you run out of water then you might as well have run out of life. Without water, dehydration kicks in and it affects not only your body, but your mind too. The cyclist only had a limited amount of water with him when he started. "I had been hitting my water bottles pretty regularly, and I was traveling through the high deserts of California in June." Through the deserted towns he came across, he searched for a source of water but found none that were useable." When I tried a drop or two ,it had the flower of battery acid." @CAPS1 feature was the heat. It began to mess with his mind and take toll on his body quickly." I wiped the sweat from my eyes to make sure it wasn't a mirage" He worned about heatstroke and his bodys need for water throughout the entire trip. Finally, in the deserts of California, wildlife can affect you. The cyclist was using a path that nature had claimed  and was not traveled often by people " crossed my path and a ridiculously large snake blocked the majority of the pavement." As you can see, the cyclist was negatively afftected by the features of the setting in, "Rough Road Ahead."	3	3	3
7345	3	The feature of the setting affected the cyclist because if there is a rough road ahead your just going to have to be able and to handle the up and downs, bumps. The author was scared that he was gonna die and that the birds were gonna pick his bones clean.	1	1	1
7346	3	In the story the cyclist faces many issues that could stop him from not finishing his journey. First, his water supply could cause him to become dehydrated and he could pass out. Another issue is the hot weather in June, which could cause him to a heat stroke and literally die. The rough terrain could stop him from finishing the trip because he could pop a bike tire and would have to walk. The cyclist faces many problems that could end his trip and maybe even life, but pushs through and survives.	1	1	1
7347	3	The features of the setting affect the cyclist in many ways. One way is that the cool pines keep the sun from beating down on him and from getting heatstroke. Another way is that the towns he he went to had either bad as or no water and he was becoming dehydrated. The heat from the sun was make him feel funny, he was hoping he wasn't seeing mirages.	1	1	1
7348	3	The cyclist does most really like the setting of the road. It's messing up big time	0	0	0
7349	3	The setting is a desert in California in June, this affects the cyclist because it is very hot and he only has a couple drinks of water. There is no place for the cyclist stop and get more water. He says, "there is no one in sight, not a building,car, or structure of any kind." As you can see that kind of setting would definetly affect the cyclist.	1	1	1
7350	3	Some feature on the setting that @MONTH1 have affected the cyclist was the fact that he was running out of water and when he pumped water he said he pumped with all his strenght at first a tar like substance oozed out follwed by brackish water he said the water tasted of battery acid. Also in this setting the cyclist notices a terrain change flat road then turned short hills , follwed by a snake that looked od a diamond back.	1	1	1
7351	3	In the essay "Rough Road ahead: Do Not Exceed Posted Speed Limit." By Joe Kurmaskie. The features of the setting affect the cyclist because he was on a bike and it was hot he ran into bumpy roads, and hills. For example he says "Not June miles into the next section of the road. He noticed the terrains changing. Flat land was replaced by short, rolling hills." @CAPS1 example is "Wide rings of dried sweat circled my shirt, and the growing realization that he could die from heatstroke." These examples show that it was not easy and how the features affected the cyclist. In conclusion this story shows that you should never take directions from a old person, exspecially if its hot and you are riding a bike.	1	1	1
7352	3	"The features of the setting affect the cyclist in many different ways. To start with, the terrain of the road turned from flat bumpy which caused the cyclist to have an easy trip. In the story it said, ""Rough Road ahead do not exceed posted speed limit."" Since the cyclist had to use a lot more energy on the roads and his water supply was limited, he became very thirsty when he finally say an old town ahead, he stopped and it looked like it was a bandoned he began to pump water out of the water pump and no matter how long it pumped for it looked like battery acid. The quote  from the story said, ""when I tried a drop or two, it hard the flavor of battery acid," that is some features of the setting that affected the cyclist throughout his journey."	2	2	2
