essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6
4338	2	"The Author Katherine Paterson said, 'All of us think of a book that we hope none of our children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf that work I abhor then you also have exactly the same right and so does anyone else. And then we have no books left on the shelf for any of us.' I do believe certain materials, such as music, books, and movies shouldn't be on a  childrens shelf  to read, but rather on an adult shelf .     I believe every author has his or her right to express ones self and to be accepted for that. We all have our own beliefs and standards that we would like others to respect even if we dont agree on there beliefs. If  every book that was found offensive was taken of  a shelf we would soon have no books left. The reason for that is because everyone finds certain thing offensive.     Many children are intersted in certain thing and we cant hold them back from that unless it is inappropriate or goes againts family morals or valus such a religous beliefs. It would be a good thing to monater what your children are reading, wacthing and listening to.     On the other hand adult shelfs will have many diffrent things that would be offensive to many diffrent people unlike childrens books. Writing is a way to show a persons expressions and what they stand for although it @MONTH1 not be pleasing to me or any other person.      But what if we write a book and sombody does not like it then we wouldnt like it if they took it off the shelf. that would show direpect to a person who has thought long and hard on there work. Learn to stand proud on what you believe. Learn also to respect others as well and to let children be around safe family type of books, music and magazines"	3	3		3	3	3	3																		
4339	2	Im against cencorship for good reasons. Everyone is for censor ship well im on a different perspective. if ur not old enough to get a movie or a book thats for a reason. On another note if you are then it shouldnt matter.     People should have their own choice. If they want to go out and get a rated @CAPS1 movie and watch it with their kids thats their own choice. Its defantly not the person who makes the movies choice to censor cusswords and stuff out. Thats why they make edited cds so people can by them instead.     People have different beliefs.  and its whatever they believe in is how it should go. and if somebody else with differant beliefs dont like that then i geuss they neede ta write @NUM1 paragrapgh like im doing now.     Also people want everthing cencored out. eventually theyre isn't going to be nothing to read watch or listen to. So all u people that want everything to be cencored I hope ur happy when the world has nothing to do because of you.	2	2		2	2	2	2																		
4340	2	"Censorship for the future kids of america.    Personally i have read some disturbing books also watched some grotesque and twisted, disturbing rated @CAPS1 movies. Not even talking about all the messed up music ive heard so far in my lifetime.    What it comes down to is alot of the music today is about sex, drugs, money, and violent crimes and gangs. The movies have a rating system which helps out for little kids. Books any one can get from a public library and some are about murder, rape, gang, violence, and all the horrable reality of the devilsh deeds in the world.    I personally dont have a kid but if i had a kid and he read a book that was bad or heard a dirty song with some of those lyrics and if he watched a rated @CAPS1 movie i would wanna file a complaint because thats not how i want my kid growing up. With a twisted mind and a vocabulary of a little punk with curse words every ten seconds coming out his mouth. Also i would'nt want my kid kissing his mom with that kind of stuff coming out his mouth.    But the @ORGANIZATION1 needs to keep all that stuff away from kids until there old enough to go get it on there own like they need to be @NUM1 to go see a rated @CAPS1 movie. That is how it should have always been."	3	3		3	3	3	3																		
4341	2	"'' I feel that materials, such as book,music, movies, magazines, etc., should not be removed from the shelves if they are found offensive. Some @CAPS1 like offensive things that they have in the library. Some @CAPS1 would sometimes want to know about certain things that is offensive.Most @CAPS1 could be offensive to alot of different things.Different @CAPS1 have different things that are offensive.What might be offensive to you probably not offensive to me.''     @CAPS1 that dont like offensive things just shouldnt check it out and @CAPS1 that like offensive things jus could check it out.I feel that they just shouldnt be removed just because @CAPS1 dont like offensive things they just shouldnt check it out.You just cant removed things that are offensive just because some @CAPS1 dont like offensive things. Everyone do have their own right but some @CAPS1 like offended things.    I read a book that was offended to me, but it told me how to react to the situation and how to overcome my situation. So some things @MONTH1 offend you, but some things you just have to read about it more because some things tell you how to overcome that situation or it will tell you what to do about the situation you had been offended by.Thats why I feel that you shouldnt remove offensive books."	3	3		3	3	3	3																		
4342	2	"Moving @CAPS1 The @CAPS2 @CAPS3 In @CAPS4!     When you enter a library or a book store of course you will find @CAPS3 that you like and dislike. You're opinion @MONTH1 not be the same as someone else. Sometime you can feel a little bit uncomfortable with the situation and the way thing are going. People have diffrernt looks about different @CAPS3 in this way of @CAPS4. You are going to come across good @CAPS3, bad thing, happy @CAPS3, sad @CAPS3, @CAPS3 you agree about, and @CAPS3 you disagree about.      I believe that books, music, movies, magazines, or anything else should not be removed if they are found offensive to anybody. The reason I state that is because if any of those items offened one person they might not be offensive to another. Different people have different intrest in many different @CAPS3. So therefore it should not be any reason that the materials should be removed from the shelves. Especially if they are not hurting anything or anyone physically.     Speaking from personal experience there were many times i felt offened about certain @CAPS3. I feel that abortions can come off a bit harmful to a @CAPS4 that has not been born yet. Killing a child that has not experince the thing you have is not right. But some sometime the way i can feel can be alot different to other people. So who am I to tell another person what they can and can not do. That comes with voicing your own opinion.     You can not change the way another person is thinking or feeling. If you find a book or anything like that hard to deal with it is crazy. Think about the @CAPS2 situation that you might come across and can be offensive to you. It will be alot of times you will disagree or have an opinion but can not change or do anything about it. @CAPS3 will be much easier and less @CAPS2 if we sometimes deal with the difficullt @CAPS3 in @CAPS4"	4	4		4	3	3	3																		
4343	2	No they should not have the cd's books and  etc off the store shleves. they should leave them on the shelve si think.  they should olny remove the old video games. and books and music. every other	1	1		1	1	1	1																		
4344	2	"In many @CAPS1 libraries across the nation, a numerous amount of: books, magazines, movies and music aren't provided because they are found offensive. I do not believe this should happen because everybody is unique and @MONTH1 find different types of work offensive. Who is it that chooses these items to be taken out of libraries and why should they be the only ones to say what goes and what stays?      Everybody is different in their own way and everyone has their own interests and opinions. Some people are athletic, gothic, preppy and nerdy. The library is open to anybody that wishes to enter. What happens if the people that choose what content is provided in the library, doesn't like scary books, so they take all of the scary books out? What if their is a person that only reads scary books? What then will they have to read? I bet if that person had the ability to choose what stays and what goes in the library, they would only have horror in the library. I do not believe that anybody should have the right to censor what content is provided in @CAPS1 libraries. Everyone has their own opinion and interests so they should have everything open in libraries.     There is a reason that @CAPS1 libraries are called @CAPS1. That means that it is open to anyone and everyone. There should be all kinds of different genres to read and all sorts of movies to choose from. Just because one person doesn't like a certain kind of genre, or doesn't find it appropriate for a certain viewing audience, does not mean that they can take it out of a @CAPS1 library. That would be why there is such thing as sections in libraries. If you don't find a certain type of book appropriate, place it in the '@CAPS2 @CAPS3' section of your library. For example: @PERSON1, he is a very popular author to many different viewing audiences. His ideas are very different than most. He writes horror but displays gore and a lot of sexual content in his writing. It is his own writing style. If the people that choose what is in the libraries, don't find that appropriate or if they find it offensive, they should put it in the '@CAPS2 @CAPS3' sections or even the '@CAPS3' section. It should be up to the childrens' parents what their kid is reading; not the library itself.     I do not believe that anyone should choose what is and isn't provided in libraries. Everybody is unique, different and have their own opinions on different things and ideas. If you remove a specific type of book, movie, magazine or music from a library, and it's the only kind a certain person reads, what then will they have to read? What if somebody took out the kind that only you like to read? What then will you do? If everybody had the choice and right to do this, I don't think that anything will be left in libraries. All genres of everything should be available to the @CAPS1. If you don't find a book appropriate, place it in the @CAPS2 @CAPS3 section of your library to still have it open to anybody. That would just be a big @CAPS9 to anybody who decides to pick it up and read it. You need to think of everybody, not just yourself."	4	4		4	3	3	3																		
4345	2	"Should books, magazines ect... really be censored, taken off a shelf in a library, just because you might find them offensive? Some of you who are reading this would say yes, but why? What would be the reason behind it?     So to answer the first question I asked, my answer would have to be no, because a library is a public place for all ages, and each area is labeled or should be labeled the genre of book, magazine, ect.. it is. I myself read almost just about everything I can get my hands on, and for some people its the same way. Yes, I understand that if it is offensive to you that you probably would feel they should censor it, but what about those that it isn't offensive to? What would you say to them? How would you explain why it was offensive? Most of all how would you react if they held it against you?     If it was because of one person or a small group of people that one of my favorite books or series was censored, in all honesty I would be pretty ticked. Books are for everyone to read, they shouldn't not be able to read the books they love because they have been taken off the shelf. I think that if a person really doesn't like the book and finds it offensive should then just ignore it, and move on to find another book, they shouldn't have looked at it in the first place. Books will be offensive to some one some how, usually a book is written to target a certain group of people, for instance what if someone found the romance novels a lot of people love, offensive? What if that was all the person read? Well, the people who only read romance novels wouldn't have a book to read because, someone had them censored and taken off the shelves.      Books have been written, to help teach, get away from the real world, create a place to go for a person with an imagination, give someone hope, mystery, excitement. Books aren't something that should be taken off a library shelf, they are a bit of something for some one who just loves to read. Yes, there would be books you don't want your kids, grandkids, nieces and nephews to read, but that can't be helped, you can't censor every book that you don't want them to read or find offensive for them. If you did there wouldn't be a single book on a library shelf.      So for those of you who have read this, think about it, when you pick up a book and find it offensive do you want to make someone else upset because you had it taken off the shelf? You never know when that might happen to you, think about it before you go and tried to do that to a book."	4	4		4	4	4	4																		
4346	2	"I don't believe that any certain materials, such as books, music, movies, magazines, etc; Should be removed from the libraries shelves, because any thing can be offensive. What if someone needed to resourch about the @NUM1? Well they really won't be able to, if all the books about @NUM1 were taken off the shelves, only bacause someone found it offensive. Now days, everything is offensive to somebody.      For this, people need to understand that it is what it is, and if you were not appart of that problem, then what do you need to worry about. This day and age is evil all around the world. There are going to be things happening that are going to make people feel a little offensive. Just like all the earthquakes around the world, I know that there is some people offensive about that, but what if somebody was in college, and they wanted to learn more about what happened, so maybe they can get a group of people, and make there lives better.      People are hurting and I understand that, but us people are not here to judge, we are here to help the poor, and the sick, get by with what they have, and just help them see that there is a way out. With all this said I don't believe that we should remove the books, music, movies, and magazines off the shelves in libraries."	3	3		3	3	3	3																		
4347	2	"When i go to the library, most of the time, I'm doing research on a specific topic. The information I want, is the facts that really happened, or took place. This would not be possible if they censored all the material the offended somebody.     Leaving libraries uncensored gives us the full effect of what we're reading, or researching. It is important for readers and researches, to connect and take in all the information they read. That is what keeps us interested in what we are doing.     Authors write the things they write, for a reason. Taking there hard work off the shelves, because some little thing offends someone, is not fair to them. Besides, either way, someone is getting offended, because the auther is goin to get offended, for taking his hard work off the shelves.     As you @MONTH1 tell, i am against censoring our libraries. The way i see it, is that if something offends you, then dont look at it"	3	3		3	3	3	3																		
4348	2	"I disagree with library censorship. Every person should be allowed to produce their reflection of their believes or ideas. If certian books found offensive were to be removed from libraries then there would be nothing left for anyone to read.     If parents are concerned with what their children are checking out from the library to read then they should read it before their child to see if they think it is appropriate. In my opinion children should be able to read what ever they like and by doing that they can teach themselves many things.     Books can also help children to escape from every day life.Admitedly, children should not always escape, or use reading to hide from real life, but occasionaly they need too. I know as a young child when things were not going so well I could always turn to reading to get my mind off of the bad things. If children are allowed these escapes they can do better on their school work and with their peers.     Reading can help a child to expand their imaginations. If a child reads a couple times a day it is proven that said child will do better in life. No one likes boring people, and how can you be boring with such a wide imagination?  It is impossible!     In recent online polls, parents who's children can access books say that their children to better in school and in every day life. By reading, these children can easily expand their vocabularies. With this knowlege they can learn with less difficulty and can excell in acedemics with ease.     In conclusion, If certian books are censored from the libraries they will be inavailable for children to read. Children need books to provide an escape, to expand their imaginations, and to help them in school and life. Do not let libraries censor books!"	3	4		3	4	4	4																		
4349	2	"Some materials in libraries @MONTH1 have information that is offensive towards others.  But should they be removed if they are found offensive? Some people believe that they should be removed depending on how bad the offense is. But materials @MONTH1 be removed if it is sexual, racist, or life threatening offense.     Some material @MONTH1 have offensive comments that is sexual. If its an offense that is sensored and the author or artist of the material went too far, then that @MONTH1 be a good reason for the material to be removed.  It @MONTH1 make the person feel emotions that bring them down.  It @MONTH1 also make the person feel violated and offended.     There @MONTH1 be material that has racist comments.  Racism is one of the biggest conflicts in the world today.  It is something that starts fights and arguements.  It also causes individuals to feel bad about themselves.  Racism can cause people to feel very hurt also. So if there is too much racism in a material, then that should be removed.     There are some material that @MONTH1 have offense that seems life threatening.  Say that it is a book about the whole nation and the author slips in something that @MONTH1 seem like the nation would be in danger, someone @MONTH1 feel offended and want that material removed.  Material with too much threat in it @MONTH1 make one feel like their life is in danger or like something bad is going to happen.  They would feel a life threatening offense and want it to be removed from the shelves.     So should offensive materials be removed from the shelves? Yes they should.  If they were to be found sexually, life threatening offense or had racist comments, they should be removed so individuals won't feel these offenses are life threatening, hurtful, or cause negative emotions"	3	3		3	4	4	4																		
4350	2	"Taking 'offensive' books from the shelves of libraries is like taking away the right of speech.  There is not a point to it. People in this country have the right of speech. Along with that comes the right to have your voice be heard.  An author's opinions @MONTH1 be offensive to some but does that mean he or she should not have a voice?  Writers get their ideas from somewhere society plays a huge role in what ideas these authors conjer up, taking these books away will not change the way people think and feel, and most importantly citizens of the @LOCATION1 have the right to make their own choices; that being if you don't like a book don't check it out.     Writers @MONTH1 state things that to some degree @MONTH1 offend one in a million people.  Others see it as freedom of speech and writing.  An author who writes a story that involves sex is not trying to extend their writing and thoughts to second graders.  But if a person has a problem with the way the author sees the world walking out their front door will show that same thing.  Some books @MONTH1 be fictional but that does not mean they don't get ideas from somewhere else.  Society plays a big part in the ideas and thoughts of most writers.  So when they write a book that has 'inappropriate' actions in it they got it from the way people truly are in the world.       Banning a book from the library that has a sex scene or provacitive language does not --by any means-- make the world stop having sex and saying curse words. Kids are learning this through hearing their parents swear or their peers in class talking about sex.  Reading a book about it will not change the fact that they are still learning about it in many other ways.  If the books that swear were no longer on library shelves society still will not change.  There is no perfect society.     Setting a book on a shelf with offensive language does not cause harm to anyone.  If an idividual doesn't like the way an author expresses themselves through their writing that person should not check that author's books out from the library.  No single person is forced to read a book they are offended by.  Getting rid of a book because of an unhappy parent does nothing but waste paper and intelligence. The library is not liable for the feelings of the readers.  If the reader does not like the book they are able to close it.  No one has glued their fingers to it.       Many people in today's world would agree that banning books from our public libraries will not have as much of an effect as some would like it to.  Banning books is an unknowledgeable thing to do to keep your kids from learning bad things.  Society shows that the writers are getting their ideas from somewhere, taking these books away will not take away the way people think and behave, and if some one does not like a book they should not read it"	4	4		4	4	4	4																		
4351	2	"One could understand why some would wish to censor libraries and remove all rude, unwanted, or offensive forms of media from thier shelves.  However, one must take into account that, as Katherine Paterson said, if one person has 'the right to remove that [a] book from the shelf...then you have exactly the same right and so does everyone else.'       With that thought in mind, do we honestly think that censorship of libraries is a smart idea?  If everyone was able to pick and choose which books to be taken off the shelf or which music to ban, then we would have nothing left.  You simply cannot please everyone. Are there benefits? Of course there are benefits.  One certainly wouldn't want one's child exposed to certain material at a young age.  But one must not censor libraries!  If one wishes, as a responsible parent, that their child keep away from a particular book or movie, they should take that matter into their own hands and not condemn the book off the shelf.       By condemning the book, one condemns the author.  As an @CAPS1, one has the freedom of speech, and this applies to media as well.  The author has the right to author a book that some @MONTH1 view as offensive, and no one has the right to remove his or her right from the standing.     Paper burns at @NUM1 degrees @CAPS2.  In the classic novel by @PERSON2, @CAPS2 @NUM1, the protagonist struggles through life in a world antagonized by the banning and burning of books.  The story takes place in the future, however, it contains an interesting undertone that hints at the possiblity that this 'future' @MONTH1 be nearer than first imagined.  To be blunt, the protagonist's life is horrible, he lives in a world that bans books, yet he is quite the bibliophile.  He is employed as a fireman, not to clear fires, but to create them.  @PERSON2's firemen are responsible for the delicate task of book burning, which is a rather frequent occurance.  However, with the main character's love for literature, how can he burn books?     Throughout the novel, the character tries to come to terms with himself and attempts to put an end to the madness, only to be forced out of civilized society.  The book is freightening, but an amazing read: it emphasizes the dire reality of censorship.  It's everywhere.     Now, one certainly doesn't need to worry about @PERSON2's futuristic hell, coming to life any time soon.  But one should know the dangers of censorship.  No one person has the right to remove a book from the shelves that they feel is offensive, let alone ban it entirely.  The banning of books, is a banning of freedom.  Freedom of speech, freedom of ideas, freedom of thought.  Another disutopian world that comes to mind is the world of @ORGANIZATION1's @DATE1.  Though, granted, our society is certainly not headed for that any time soon, if ever: it is still a valid point.  Once some freedoms are removed, others will follow.     Libraries should remain entirely intact, forever.  Every person, every man, woman and child should have ample access to knowlede.  Whether this knowledge be gained through books, magazines, movies or music, it needs to be readily avaliable.  Instead of banning certain media, one should label said media with a warning.  Parents should have enough sense to pay attention and thus, the problem is solved.                 Censorship is wrong, censorship is unnessesary, and there are a plethora of alternative means for protection against pottentially 'offensive' media.  Thus, the case can rest with the knowledge that all forms of media need to availiable, no matter what the content"	5	5		5	4	4	4																		
4352	2	"There are many books out there that parents would not want there children reading. Some books have violence and crimes, others have love and romance. But it is not the best idea to use censorship in libraries. There are many books out there that might not be good for children to read, but it might help them make better choices in real life. Also, we can not forget about freedom of the press.     With freedom of the press anyone can write about anything they want. They can write about the good, the bad, violence, crimes, love, and romance. Everyone has there own way of writing and there own imagination. Without imagination what fiction would there be for children to read. There would be nothing to write about without imagination. With censorship, there would not be any books on the library shelves for children to read.     If the libraries were to censor the books on the shelves there would not be any books to read because every book has something to censor. Wethear it is swearing, guns, killing, romance, or love. There is something in every book that in innapproperate for children to read. If the libraries were to censor the books on the shelves there would nothing left to read, and the intelligence of children would drop dramatically.     Children read for many reasons, like to expand there minds and to enter a world where the book takes place. But what children might not know is that reading also strengthens there vocabulary. When children read they learn many new words that are in that book. While they are reading the book opens there mind to much more then what they are used to and normally around everyday. When they are reading the children expand the minds and also helps them with everyday situations. This is why I do not believe that censorship in libraries is not a great idea.     If libraries censorship books and everything else on the shelves there would be nothing left for children at the libraries. They would be stuck reading books where they do not learn anything. They would read the same books over and over, they wouldnt learn anything new. There wouldnt be anything the could expand there minds with. That is something we certinly do not want for our community or anywhere for that matter"	4	4		4	3	3	3																		
4353	2	the scary book that you dont want your children to pick up off the shelf i think if your kids read it they would be scared having night mares and you probaly dont want that and if u have the right to move it your kids will have the right to move it because they see what you do they gonna wunt to do so u can do it when they are not around  and yea i believe that cetrtain materials.	2	2		2	1	1	1																		
4354	2	"Have you ever picked up a piece of material while in a library and it offended you? Would you want your children reading, watching, or hearing stuff that was offensive towards them? I don't think no parent wants that. Think about it, how do children have access to things like that? Is it all around or do children go and find it? Not every single child in @LOCATION1 is going to be protected from bad materials.     Most of the time after school, children stay in the house and do stuff instead of going outside. Inside of their house they have access to televison, computers, and music. They think why go outside when I have all this stuff inside? Truth be told children hear so much harmful things from everywhere and anywhere. Nothing is censored like it was back in the day. Now a days nobody cares if materials are offensive, just as long as they sell. That's not the way it suppose to be at all, everybody should want best for the children and young teens. People wonder why their is violence, bad attitudes, crimes, etc., because all the stuff we have access to.          Schools could help prevent this probelm by removing offensive materials off the shelves in the libraries. It's sad that type of material is available in a school, but thats how the generation is today. In a library only certain things should be done. Reading, using computers, working at a table. Children shouldn't be able to get on a computer and play games, or listen to music with bad words in it, or prehaps pick up a dirty magazine. Library should be a place for learning, doing work, and reading. If their is less offensive materials in a school enviorment that's one step into fixing this problem. Censorship is much needed everywhere, it would help out a lot"	3	3		3	3	4	3																		
4355	2	"The common phrase 'knowledge is power' accurately paints the situation at hand. Through censorship in libraries, which are meant to allow free access to all media-related materials, we take away the opportunity for people to empower themselves through knowledge. The reasons for not censoring media in libraries are numerous and include, but are not limited to, unconstitutionality of censorship, the lack of proper definition for 'offensive', and the contradiction censorship poses to the core of what a library is.      The first, and most blatant, reason for not allowing the censorship of materials in libraries is the unconstitutionality of the matter. Freedom of speech and freedom of press are both protected by the constitution upon which our country was founded. Censorship of said materials will effectively undermine both of these rights. Authors, illustrators, journalists and the slew of other individuals who compose the materials available in libraries are exercising their right to free speech through their works. They are constitutionally protected in the things they say. Notice that @CAPS1 have a right to free speech and not a right to free speech so long as no one is offended. The freedom of press is the means by which they share their ideas and concepts with the world. They are utilizing their free speech by means of press. Censoring library materials would be limiting the means by which artists can share their ideas with citizens of the @LOCATION1. This would be a clear failure to uphold the rights of the citizens. For this reason, we cannot censor libraries.      The constitutional concept of equality of man plays into the situation as well. There is no adequate legal definition of 'offend'. People could be offended by something as serious as a personal attack on their beliefs and personal entity or something as light as a personal distaste for certain mindsets and ideas. So, because all men are equal, we would have to respect the 'offense' taken by all people and to all degrees. This leaves every single work of art, whether it be a book, movie, magazine or any other form provided by libraries, open to the fickle definition of offensive and vulnerable to the personal feelings of every individual. If said offense taken by individuals to works is able to mark a work as 'offensive' and thus make it open to removal from libraries, we are effectively allowing citizens to undermine the rights of other citizens. This is something that cannot be allowed in our libraries.      The final core issue is the essence of censorship versus the essence of a library. Censorship is meant to create a politically correct and non-offensive environment through the limitation of exposure to materials. Libraries, however, are meant to allow public access to works that stretch and challenge knowledge, beliefs, notions and all ideas held by people through the works of others. Censorship cannot be implemented without a clash with the essence of a library's purpose. If censorship were to be enacted, a library could not provide new information if someone else did not like what was being taught. A library could not provide works that challenge and stretch individual beliefs if someone was offended by the means by which the stretching occurred. Pre-conceived notions could not be defeated with the presence of factual knowledge if someone did not like the truth. In all of these ways, and many more, a library's core ideals and purpose could not be upheld with the induction of a system of censorship.      All in all, we can see that censorship could only hope to destroy the system libraries abide by. The constitutional rights of citizens would be infringed upon, the fickle nature of humans and the lack of definition for 'offensive' would allow people to undermine the rights of others, and the essence of what a library really is would be ravaged. We cannot, as @CAPS1 with rights, employ a system of censorship"	6	5		6	4	4	4																		
4356	2	I thimk kids should be abole to read what they wont. Kids should never get told no when it omes to lurning. Plus there is not a bad book that your kids will find at school any way.      Why should kids not babull to watch and read what they wont. This is how we lurn and grow. Un less it was of adult kontent. Witch would be agest the law for them to get. haha     Our kids minds are not something we should wast on things that they dont wont to read any way. When a kids starts to hate his or her work. It starts a loug chain of hateing school and the books inside it	2	2		2	1	1	1																		
4357	2	"I don't think that certain materials in books, music, movies, and  magazines should be removed from shelves because I think that everyone has the right to say what they want to say, but I do think some things in books, movies, and music that might be appropriate for a high school student aren't appropriate for an elementary school student. Some things can be really offensive to elementary school students but not so much to high school students, it would just depend on what they are reading, watching, and hearing.      I've never experienced anything offensive in what i've read in any book before but I have experienced some in music i've heard. I didn't say really anything about it I just thought someone shouldn't have written this certain song that I was listening to and I didn't think it would really be that bad. It's mostly in rap music that i've heard that's really offensive and I think shouldn't have been even written. But I still think everyone has a right to say what it is that they are wanting to say"	3	2		3	3	3	3																		
4358	2	"We all have our favorite books and some we like others @MONTH1 not. Have you ever walked into the library in hope of finding your all time favorite book that you nearly forgot about, or maby a book a friend recomended to you? What happens when you get there and the book has been censored? Most books we see in our public or school libraries are are bookes that are well liked or are favorites of many. Books open a new world to everyone and should not be taken away.     To begin, I will explain some problems in our libraries. Some people believe the books and magazines in our libraries should be censored and removed from the shelves because it could be offensive to some people because of racial shurs or comments. This is a big problem because most books written years ago took place long ago like @PERSON1 for example, @MONTH1 be considered offensive but, this book gives a glimpse of what was going on in this time period and without it some people would never know what happened and we couldn't learn from those mistakes and make better choices in the future.     Some books that are censored have great educational value. Everyone has there prefrence on books and what some say should be taken away because of what they think others @MONTH1 not. If all books that are bad or offencive were taken off the shelves then eventually we would have no books left. We have the right to read any book out there no matter how horrendus it @MONTH1 be, besides you can go to church and read worse things that are being censored out of our libraries. If we couldn't read some books like many classics it would take educational value away from us all. Think about all the books we have read and learned from that have the possibility of being censored. Before someone gets into a book they should read the informational part on the back to see what it is about before they start to read something not suited for them.     I believe that no book should be censored and should have the freedom to sit on a shelf and be read by anyone who wants to read it. Being censored is not protecting anyone it only makes things worse. If someone feels offended then they shouldn't read it, it's their choice to pick it up or not. Hopefully I have persuaded you that no book should be censored and everyone has the right to read what they want"	4	4		4	3	3	3																		
4359	2	"Killings, murders, and homosexual books can all be offensive to one person or another, but that doesn't mean they should be taken away. That is like saying I get offened by homework, take it out of @ORGANIZATION2. Some of the most interesting books to read are about murders, I think. I belive they shouldn't be taken out or else no teenage kids would read in @ORGANIZATION1. Teenages like to have mystery and romance. I know that one of my favorite books, The @CAPS1 @CAPS2, would offend some people because it has murder in it. That certainly doesn't mean it was not a good and interesting book for me. They can just over look these books and pick another.     If you want to keep your @ORGANIZATION2 @ORGANIZATION2 students interested you shouldn't take out book that might offend someone. By taking out some books not everyone would be happy. Some kids might not even read any more because you took the best books out of the library. Every book in one way or another would offend someone. They just need to overlook those books and read a diffrent one. I have seen some books at my @ORGANIZATION2 that offended me, but i did not tell the libraian to take it out of the @ORGANIZATION2. Another student might have loved to read that book.      Everyone has diffrent oppions so there would not be any books left if they took out all the offensive ones. The only books that would be left would be @PERSON1 the @CAPS3 and children books. I do not know of any @ORGANIZATION2 @ORGANIZATION2 student that would want to read @PERSON1 the @CAPS3 and give a speech about it in class. I'm not sure how the teachers could do book reports any more; all the books we read in class could offend someone. If everything that offened someone was taken out of the schoolt there would be nothing left of the @ORGANIZATION2. See everyone has a diffrent oppion on everything. That just isn't right.      In conclusion, books that offend someone shouldn't be taken out of schools and librarys. They keep the @ORGANIZATION2 students reading and growing. With out some of these books I myself wouln't like reading. So lets be mature aldults and keep all the books on the shelves and ignore the books that offend us"	3	4		3	3	3	3																		
4360	2	"Censoring any type of media such as books, magazines, movies, or music from a library is not right. A library is huge amount information put common places for people to seek out knowledge.When something is found offensive, you should not hide it a away as though it was never there. If any media is offensive, it should be the person who is looking up the information to choose if he/she wants to use it.When someone for example a child has something offensive, the first thought is to take it away from the library or television.Instead, just explain what it is there looking at and they will eventually understand the reason it is offensive, but how does someone know what is offensive or not?Just because something is found offensive by one or two people does not make it right to just take it away. It should be talked about or discused by groups of people on the subject then decided whether or not it should be taken off the shelves for being offensive.If there is a book or magazine on the shelve and it might be offensive it should a decision made by the people surrounding that type information to take it off the shelve and not to be hidden away."	3	3		3	3	3	3																		
4361	2	"Are offensive materials offensive to everybody? Does everyone think the same material is offensive? Who is to say what is or is not offensive? Offensive material can be anything someone wants to think of. Children are going to see this material anyways, weither we take it away of not. Offensive material, such as cursing or rage, is a form of expression and of releaving stress. Such things can also show anger, hate, and depression.      Children will see and hear offensive things anyways. Even as it is now, parents try to hid such things from their children. this makes them curious. They will do anything to understand it. Offensive things are part of everyday life. The more you hid it, the more children will seek it out.     In movies, books, and music, this is a form of expression. it releaves stress, rage, and shows this so that @CAPS1 is a true picture of what is going on. People cannot imagion someone truly angery in a book when it says, '... and she says with grief and anger, 'You are wrong! You don't know what you have done!'...' You cannot show foreshadowing, or show the anger. You cannot see how a character truly feels. For example, '... and she says with grief and anger, 'You are wrong! You will parish! You don't know what you have done! Death will come!'...' @CAPS1, you have an idea of how the author will play out the story and how the character really feels. You can see the foreshadowing. The author could be saying that a good man has died, who was going to stop evil, or an evil man died, and people will revenge him.     In such ways, this can show anger. Some people would find the example offensive or out of line. Cursing to me is not offensive. But, they show how the character, writer, or singer feels when it was written without it having to state it. Offensive material can also grief. This shows that someone is hurt by what has happened, amplifying the story. allowing the reader, watcher, or listener to expect more and want more. So the reader, watcher or listener would wait for more, and by the music, book, or movie. It puts intrest into the material.     Only certain people can agree on something offensive. Such as family, friends, or a group of close people. But, it applies foreshadowing, intrest, anger, grief, and sometimes, passion. Your children will see it if they truly want to. So, why get rid of something that they will see anyways? Something that intersts them and makes them want to read more, watch or make movies, or listen to or make music. Why would something that, yes, is offensive to some, but would grab promote and keep some within it"	4	4		4	3	3	3																		
4362	2	"Do you think that something should be taken off the book shelf just it affended someone or you disliked it? I dont just cause you dont like something or you dont approve of the reading material dosent mean it should be taken away. If it was like that @DATE1 than there wouldnt be any reading material or books or magazines.          In my opinion if affends you in some way or another than dont read it. Plane and simple. Because im sure that theres thosands of books, magazines, news papers. ect, thats affends alot of people everyday.     I dont mean to be harsh in any way, thats just the way I feel. This is only my opinion.that how I feel about this situation."	2	2		2	2	2	2																		
