essay_id	essay_set	essay	rater1_domain1	rater2_domain1	domain1_score
6792	3	The setting affect the cyclist because it creates that deserted atmosphere and helps set the mood of the essay. The mood of the essay I think is a sort of dry summer day, the sort of “oh my gosh, its really hot,” type thing. The setting is a dry summer day in June, with a deserted town, tumble weeds and more to contribut to the hopeless feeling. Although he was secured, and didn’t die, it seemed like he would surely not make it judging by the lack of water, scorching hot sun, and distance, with enduring these conditions. So the setting affects the cyclist in a way that could have killed him.	2	2	2
6793	3	The features of the setting affects the cyclist because the old guys had worn the next town was only eighteen miles down the road. So the features affect reading the story “Do not exceed Posted Speed Limit” was very dangerous and unsafe for people to ride on.	1	1	1
6794	3	The setting effected the cyclist because it was bumpy and had a lot of hills which means he has to work harder. Also because of the heat he was getting dehydrated in the story after the cyclist had Been rideing a long time it says “I eased past trying to keep my balance in my dehydrated state “(kurmaskie @NUM1). The cyclist had very little water for his long trip	2	3	3
6795	3	The way the features of the setting affect the cyclist I think is disgardment. First of all, a reason would be because at the beginning of the story when the warning sign is passed, the cyclist disgards it by going down the hill anyways. Also, it states that it “rode into the morning with strong legs and a smile on my face.”	1	1	1
6796	3	The features of the setting affect the cyclist because he went through many ups and downs. At one point flowed by blackish watter feeling somewhere in the neighbor of two hundred degrees.. weather wouldn’t cool down.	1	1	1
6797	3	The features of the setting affect the cyclist because they caused him to need water. He was worn out because the setting was so intense. “Not two miles into this next section of the ride, I noticed the terrain changing. Flat road was replaced by short, rolling hills” This quote from the text shows that the cyclists terrain was changing and they affected him.	2	2	2
6798	3	The features of the surrounding landscape affect the cyclist both physically and mentally. First, the sun constantly beating down on the cyclist causes his or her body to sweat more, which makes one’s body use more energy. The sun rays also add to the heat the cyclist feels. Also, the rough road forces the cyclist to pedal very hard, which drains him or her of even more energy. For example, when the cyclist in “Do Not Exceed Posted Speed Limit” reached the rough roads, he had to pedal harder, which made him sweat more, and caused his amount of energy to decrease. Finally, the lack of civilization can make a cyclist feel hopeless, which is how the cyclist in the essay felt when he had no water or could see no nearby town. This can affect the cyclist’s will to keep pedaling, and if they have no determination, the cyclist will not go anywhere. The features of the setting can physically exhaust and mentally strain the cyclist, which makes it harder for him or her to keep going	3	2	3
6799	3	Snake, heat, hills-all are what the biker had to deal with because of certain settings. He had to deal with a diamond back. He was going through the desert so it was like @NUM1 degrees. While he was biking he had to go up crippling hills. He had a redicuiou	3	2	3
6800	3	"The setting acts as a catylist in this story. It is the aspect of the story that is always challenging the character untill the very end. In the story it says “Flat road was replaced by short, rolling hills."" This is showing that the terrain is opposing him. Also in the story it says “The speed limit was 55. I was doing a water depleted 12 mph. Sometimes life can be so cool.” This is not only showing how much the elements are owning him it also shows how is risle he is, and how satiricle life can be. The ultimate @CAPS1 in this story is when he stumbels across the welches grape juice factory and there was a piture of a boy ""pouring a refreshing glass of juice in his mouth.” No matter where the cycalist goes he is alway trying to overcome the elements."	2	3	3
6801	3	The features of the setting affect the cyclist in many ways. For example the lack of water begins to take a toll of how fast he can get to the next town. Another example would be the terrain only slows him down more.	1	1	1
6802	3	The features of the setting affect the cyclist by making him use up the last of his water because it’s hot, and than theres no one around because he's out in the deserts of California. “I wiped the sweat from my eyes to make sure it wasn’t a mirage…” (@NUM1.). This exert from the test supports my previous statement about how it’s hot because the speaker tells us how he’s sweating and that he might be seeing a mirage. “There was no one insight not a building, car, or any structure of any kind” (@NUM2.). This shows that there is no one around to help him if he falls down from a heat stroke or anything like that. So the setting is affecting the cyclists endurance.	2	2	2
6803	3	The features of the setting affect the cyclist by making it more difficult to ride. “Flat road was replaced by short, rolling hills.” “I could drop from heatstroke on a gorgeous day in June.” “a large highway sign jumped out atm.” “Rough Road Ahead: Do Not Exceed Posted Speed limit.” “sometimes life can feel so cruel.” The fact the it was such a hot day made the ride seem longer. When out of water you feel exostied. You will do just about anything to try to with stand the heat.	2	1	2
6804	3	Author Joe Kurmaskie learns the dangers of a lifeless wilderness during his experience described in “do not exceed posted speed limit.” As a cyclist riding in one of the most undeveloped areas in California, the lack of water found in this setting proves crippling to his survival. The trails he was directed to had no towns or sources of fresh, drinkable water for days. The combination of constant exercise riding through the terrain, lack of water and recources, California summer weather and lack of civilization trained the author’s energy and caused him to suffer from dehydration. Too much exposer to these conditions could have killed him. The modern time period and year also caused the directions the author were given to be in accurate, and, thus, causing the cyclist to find him self in such a dangerous area of the country. The setting of “do not exceed posted speed limit” places the cyclist in a life threatening situation.	3	3	3
6805	3	The features of a setting could be a number of different things. It could be snowing and cold, raining and of course wet, hot and dry, breezy and humid. The features could be a busy tough or a solitere country road, there could be rough terrain or straight aways. The setting of a place puts pressure of the reality of what will happen on a cyclist. In the essay a young cyclist takes advice from some elderly man and ends up riding through hot sun and ghost towns not knowing if he would survive. The heat had him feeling as though death were coming on him and the thirst had him becoming more determined to get to the next town so he could survive. If the features of the setting had been different, say he was riding on a flat road in a busy town with a breeze and places to stop for water everywhere he would not have feared for his life. The features of the setting affect how the cyclist feels and thinks. He can feel angry, happy, sad or scared and he can start to think about his own death. These have been what I believe some of the effects settings have on cyclist.	2	3	3
6806	3	The features of the setting affect the cyclist in many ways. For example when the author says “flat roads were replace by short rolling hills”, that made the author have to ride safer. Also, when he says,” the ridiculously large snake blocked the majority of the pavement.” The author had to slow down on his bike and find a safe way around it so he could get past. Finally when the author says “no one in sight”, no building, car, or structure”, he is affected because he can’t ask questions since hes lost and hes thirsty. The setting makes it hard for the author to maneuver and get to where he wants to go.	1	2	2
6807	3	The features of the setting affect the cyclist because the person who rode the  bike was very tired his legs and body needed a rest after riding on his bike for @NUM1 miles into the pedal. Also it effected the cyclist because of all the riding he had to do struggleing to get where he was trying to get but he was a strong man and he was willing to finish his forty miles of pedaling. He was also restless but he did it.	1	1	1
6808	3	The features of the setting affect the cyclist in, “Rough Road Ahead: Do Not Exceed Posted Speed Limit,” because it goes to many different terrains. The cyclist starts at a town and his working his way to Yosemite when he decides to listen to a group of old men. He started out strong until he got to the first town, which was totally abandoned. He kept going to another abandoned town. He decided to keep going until he saw a sign. The terrain was a lot diffrent with rolling hills and tumbleweed rolling by and a snake. Through listening to the old men the cyclist almost died from the threatening heat and lack of water. The setting affected the cyclist even more seriously than he could have imagined.	1	1	1
6809	3	In the story, the setting greatly effects the attitude of the cyclist. When he starts out, it is an early summer evening, he is serene while he is talking to the old men. He starts cycling the next morning and he is thinking of Yosemite, he is relaxed and confident however, his attitude about the day changes greatly when he comes across the rumshackle old shed, rusty pumps, and a corral at the park in the road. He becomes a little worried but he is not discouraged. When the terrain changes, he is a little discouraged. Then, when he comes across the abandoned factory, he is most definately a lot discouraged. A little later he comes across @PERSON1’s Fish camp, he is very relieved and thankful to the owners. The cyclist’s attitude changed depending upon whether the setting was very beneficial to him or not.	3	3	3
6810	3	The features of the setting have a great affect on the desperate travels of the weary cyclist. The sometimes disappoint, sometimes uplifting, scenery he passes affect him physically and emotionally when he passes a portrin the road with nothing but a “ramshackle shed, several rusty pumps, and a corral…” he becomes disturbed.  The cyclist is running low on water when he becomes even more distraught at a road with a speed limit posted as 55 mph, when he was, “doing a water-deleting @NUM1.” The setting of the hot, June sun affects the cyclist and puts him in a state of dehydration. In an, “ironic twist” the cyclist is affected emotionally when he passes a @ORGANIZATION1 factory that has been abandoned. The factory features a picture of a boy pouring a glass of juice into his mouth which upsets the thirsty cyclist.	3	2	3
6811	3	The features of the setting affect the cyclist more than anything in the reading of “Rough Road Ahead: Do Not Exceed Posted speeding Limit.” In the beginining when the cyclists had just begun his cycling cause he uses a positive tone to describe the setting. For example, in paragraph four he says “the cool pines and running rivers of Yosemite had my name written all over them. “ When he says this the reader imagines someone in an ??? more excited as ??? ??? ??? ??? his destination on a dry day.  As the cyclists attitude becomes lower the reader makes the connection what ?? ?? then because of the setting. In paragraph thirteen when the cyclist says, “I wiped the swear from my eyes to make sure it wasn’t a mirage and that not to get too excited” the reader can make the connection that it is getting pretty serious for the cyclist to continue as is. Overall as the setting changes to “burning sun” and extremely hot, with a shortage of water the cyclist becomes more sarcastic and less upheat. For example when taking about the rocks in his mouth he states “with only luck I’d hit a bump and lodge one in my throat.” This shows a bad mood affected by the features of the setting.	3	3	3
6812	3	The raugher the road gets for him the more determination he has at the beginning towards the end he had the mind set that, “it didn’t matter it was going to die, “this took a toll on him and it was hard to go on. He realyed he didn’t want to die that way and so he kept on, eventually leading to civilisation.   	1	1	1
6813	3	The feature of the setting affect the biker a lot because the rough terrain is described which implies that the biker probably had a hard time half way through the story he said, “Flat road was replaced by shor, rolling hills.” He said this to describe the difficulty in this race. It also makes it seem exciting because it changes things around. It wouldn’t be exciting if they said that flat roads turned into even flatter roads, or if they didn’t show the terrain change at all.	1	1	1
6814	3	Rough Road Ahead: Do Not Exceed Posted Speed Limit.” an essay written by Joe Kurmaskie, is about a solo cyclist going on a journey to Yosemite National Park. So he listens to a group of old guys and ends up lost on rough road with no water, or relylittic supply of flat road was replaced by short rolling hills large highways lon jumped out at me. It read: ROUGH ROAD AHEAD: DO NOT EXCEED POSTED SPEED LIMIT.” The rough road made have to work harder want more water and just made things tougher more than what they already were.	2	2	2
6815	3	The settings of your environment always seem to affect your mood. Take for instance the cycler. In the beginning he had a positive attitude but once he arrived at the first town his attitude started to go down from there. He explains describes the town as maybe at one point being a thriving spot, “but on that morning it fit the traditional definition of a ghost town.” Ghost towns come across very old, run down and dull. That affected the cyclist because by it not being like the old men said he was becoming doubtful, which in turn doesn’t give you the same motivation as when he started. Then when he get to what is suppose to be water and a, “tar like substance oozed out.” That makes him nevers and mad because he isn’t sure he will make it. But his attitude changes as soon as he sees the store. The setting becomes positive and so does he. So, the setting does effect the cyclists mood and attitude.	2	2	2
6816	3	Many of the settings features affect the cyclist. One of the features of the dessert like, which is the setting, is the dry air and hot temperatures. This heat made it had for the cyclist to keep going, with despair the author says, ”I was going to die and the birds world pick me clean.” @CAPS1 feature of the setting was the desolet towns that didn’t contain any water. This lack of the water made it horrible for him to continue on. The thirst was so bad that he had to put pebbles in his mouth to sucking on stones helps take your and off thirst by allowing what spit you have left to circulates. @CAPS1 features of the setting that affected the cyclist was the abandoned Welch’s Grape factory. This  factory gave the cyclist false hope because it would have been so great to have some grape juice during his thirst stricken state. The narrator called the factory.”Ironic  twist.”	3	3	3
6817	3	The effects from the setting that has an effected on me is that while riding on the bike in hot weather with only a little bit of water to drink because I would have giving up have nothing to drink. The water had to be hot.In the text it sayed “I eased past, trying to keep my balance in my dehydrated state”, I don’t think I could have lasted long, if I was dehydrated. From the look of it I would have drop dead of heatstroke.	1	1	1
6818	3	Many features of the setting affect the cyclist. For instance, in the story, “Do Not Exceed Posted Speed Limit” the lack of water in the dry desert gave a long lasting affect on the cyclist. “Wide rings of dried sweat circled my shirt, and the growing realization that I could drop from heatstroke on a gorgeous day in June simply because I listened to some gentlemen who hadn’t been off their porch in decades, caused me to laugh.” This shows the reader how all the heat and shortage of water has made the cyclist feel very hot dehydraded and that she could pass out any second. She is also thinking beyond that by just laughing at herself and trying to conserve every bit of energy she possibly can. As a result, the affect from the setting on the cyclist is that lack of water has given her humor and courage to keep going, to get to her final destination point.	3	2	3
6819	3	The features of the setting affects the cyclist in many ways. The bumpy roads. Sand in the eyes, thirst hit him too hot and humid tempures. Maybe he got tired of pedaling had to walk. A wild dog chased him went he got in town. Had no money to buy a drink	1	1	1
6820	3	The cyclist of this story is greatly affected by the heat of his souroundings. While he riding to @CAPS1, the heat of the day began to increase. The text reads “ I had been hitting my water bootle regulary. “@CAPS2 to the heat of the day, the cyclist was down to his water consuming large patterns of it at a time. He 	1	1	1
6821	3	When the cycleist mentions how hot and dry and open the terrain is, it makes me feel like he is in the desert. I also know that it’s hot because he is swreating and dehydrated.	1	1	1
6822	3	"At first the cyclist feels fine, he gets a little bit discouraged, but basically he’s fine. “The cool pines and rushing rivers of Yosemite had my name written all over them” (@CAPS1). He feels relaxed, because he is at home with the water and the pine trees. They give him a sense of comfort. He thinks that after the first ""tree"" not being that much of anything, the others will be better. He knows that he has it in him to make it, but he doesn’t know yet that he will have to travel a long way to get water. When he sees the sign, “It read: ROUGH ROAD AHEAD: DO NOT EXCEED POSTED SPEED LIMIT.” he knows that things are going to get rough, because “the speed limit was 55 mph. I was doing a water-depleting 12 mph”. At that point he starts to get worried, because he is out there more alone, and he realizes that he doesn’t have water. As he runs out of water, the landscape, and his surroundings, start to get drier and drier. He states, “tumble weeds crossed my path.” The landscape seems to get more threatening too, “a ridiculously large shake.” The landscape changes with the state of water."	3	3	3
6823	3	The setting affects the cyclist because the heat and no humanity makes him so crazy. If he was in a place like @LOCATION2. It would be just the heat because there are people every were in @LOCATION2 @LOCATION2. If he was in @LOCATION1 it would be the severe temperature drop and no humanity and he would probably die.	1	1	1
6824	3	"the features of setting that the cyclist run into does affect him. For example when the setting changes from abandoned town to an empty deserted rond that no been on in thirty years; gives a cyclist less motivation him self to go on and even less strength."	1	1	1
6825	3	Joe Kurmaskie’s “Rough Road ahead: Do Not Exceed Posted Speed Limit” tells how a cyclist takes directions from older men who don’t tell him correctly the way to get to Yosemite, so the cyclist ends up lost with hardly any water. Features of the setting such as the terrain and the sun affect the cyclist in the story. The sun was very hot on a summers day and without water makes it even difficult to keep moving because he was so hot and thirsty. @PERSON2, “The sun was beginning to beat down… I was traveling through the high deserts of California in June” (Kurmaskie @NUM1). The terrain was also bumpy and rough to travel on. The sun and the terrain can affect the cyclist very much when out on a hot day in the summer.	3	1	3
6826	3	The features of the setting taunt the cyclist with cruel irony. As the cyclist continues down his path he pasts through a ghost town, then twenty mile up the road he sees a ramshackle shed & some rusty water pumps. He attempts to get water out because he was runing out but all he could get was muck, then what he described as “water feeling two-hundred degrees, it had the flavor of battery acid. Further down the road was a sign that said rough road ahead, adhere to the posted speed limit of 55, he was going 12 mph. Even worse he found an abandoned juice factory on the way, at that point he was out of water.	2	2	2
6827	3	Do not Exceed posted speed limit, never accept travel advice from a collection of old timers who haven’t left the confinses of their porches sin Carter was in the office twenty miles up the road, I came to a fork as sorrs. I got down on my hands and kness, working the handle of the rasted water pump with all my strength. The water bottles contained only a few totalt and sips. He could or been sad person. And he could just be a bum.	2	1	2
6828	3	The features of the setting could affect this cyclist. In this case it do effect the cyclist. According to the text “Sometimes life can feel so cruel.” This is a good example because he knew that this road was going to be rough and he was only going 12 mph. So the features of the setting did effect the cyclist. 	1	1	1
6829	3	"The features of the setting affected the cyclist very much in this. The hot weather made him have a dry mouth leading to the lack of water. He used stones in his mouth and he said, “I’d read once that sucking of stones helps take your mind off thirst by allowing what spit you have left to circulate."" He used that to help him survive the ordeal."	1	1	1
6830	3	"The features affected the cyclist in many ways, one being the highway sign, ""ROUGH ROAD AHEAD: DO NOT EXCEED POSTED SPEED LIMIT."" The terrain was now short, rolling hills, which would make it harder on the cyclist to pedal up the hills, for it would take a lot more effort and energy. Also, there were roadblocks, “at some point, tumbleweeds blocked my path and a ridiculously large snake “These roadblock would danger the biker, for he’d have to manever around them, losing time and energy, resulting in drinking more water. No water is a great danger for it was June, a hot day and he is risking getting dehydrated. There was also nobody around, so if he desperatly needed water he couldn’t"	2	2	2
6831	3	After reading “Do not Exceed Posted Limit” I have seen how the scene of an area can effect your mood and attitude around things. In this story, the main character is a cyclist who takes the advice of a few old men sitting in a poseh who tell him a bad shortcut. As he is riding, he comes across some hills. Those hills really affected him physically he gets tired from peddling up and down continually. “that mood” was replaced by short, moving hills.” The cyclist could not er nuertecy tried everything, not showing how long he have to continue going up and down. There at one point he says, “@CAPS1 can feel so cruel.” There, he is upset because a road sign come up through acid tough roads, and told him not to exceed 55 miles per hour when he was fully going 12 miles per hour. This can be viewed as metaphorical also. When you take a short cut in life, there are always consciences as you decide to drop out of high school is go on how with your journal, where is always the posibility of is not working, and where you cry with no diploma ?? and he gets a job	3	3	3
6832	3	In the short story, Do Not exceed Posted Speed Limit” the setting effects the cyclist in the story. For example, the dry hot air begins to  slowly dehidrate him, causing the cyclist to lose all sense of reason, the heat also played tricks on his mind. Also, the rolling hills exhausted him from working to cycle up them. This, also with the heat factor, caused him to use up his much needed water supply. The setting in this story deeply effects the cyclist. 	2	2	2
6833	3	Features from the setting affect the cyclist in many ways. The area in he was in had a major affect. He was in cali. which is a big dessert. In the middle of some it is very hot. Bike riding on roads in the dessert with no trees or shade of any sort is quet harsh. And to be riding around where there is not much civilazation as to where you can’t get water is a major issue.	1	1	1
6834	3	The features of the setting affect the cyclist, because there is poisonous snake out thre. Your the only person ridin dow those hills all by your self. The guy had said that the next town was @NUM1 miles from where he was at. The lack of water that there were not any streams or rivers around there just in a desert with nothing.	1	1	1
6835	3	The setting is mid summer in California in the desert. It is hot, humid and very dry. There is a lack of water in his bag. He is on a trip, going down the lost, rough and rigorous roads.	1	1	1
6836	3	The features of the setting affected the cyclist because it was a hot June day in a desert in California. For example, your in the desert cycling for many hours very hot and only have limited water. This affects the author because you have to conserve the water that you have to be able to make it to the park. Anothe example, is that you are going up and down rolling hills and you legs get very tired so they don’t want to move any more. And the best example is the sun is beating down on you and your sweating so much and @MONTH1 be seeing thing but all you want to do is see something that has water. These are all things that affected the cyclist very much.	2	2	2
6837	3	The cyclist in the story is running into a lot of problems in this story. For example, the cyclist is out in the summer heat in California riding a bike. After several minutes of this, you will become thirsty. The cyclist brought water but after constant sweating the water supply has nearly ran out. Not having enough water can cause a person to become deyhdrated which then can cause them to pass-out and possibly die. So as you can see, the cyclist is affected by the setting in the story. He has been affected negatively by the heat and by the lack of water.	1	1	1
6838	3	There are many ways that the features of the setting affect the cyclist. For example the cyclist was in a very hot and dry place. Meaning there was no water any where to be seen in miles. Also towns were nowhere to be seen for it would be hard to substain life out there. This quote supports there weren’t many towns, ''About forty miles into the pedal I arrived at the first town.''This shows there aren't many towns in these parts, @CAPS1 so hot and thirsty as the text claims, ''I read once that sucking on stones helps take your mind off thirst ''this clearly shows the  man wa very thirsty. Also shows the man was very thirsty. Also @CAPS1 so hot out there the man could see visions as the text states, ''As the looks ofter had been a grape juice factory and bottling plant.'' why would there be a grape juice factory in the middle of no where. Therefore these statements above show how settings can affect ones mind and physical conditions to the cyclist.	2	2	2
6839	3	The setting that affect the cyclist is the condition of the road because the road turns all different ways and the road goes up hill so it makes it harder to go up the road the cyclist has @NUM1 miles befor he gets to a town he could run out of water. If he run out of water befor he gets there, he might have to make stops so he doesn’t make hisself sick. When he gets to the town he can get more water.	1	1	1
6840	3	"The features of the setting affected the cyclist by making him hot and thristy most of his way. As he rode he started to get tired slowly and he got work and more thirsty. He drank his water at first with out thinking to much or it, but as he went on he slowly found himselfs trying to conseve it. By the time he got to the second wild town the will he was so thirsty and tired thathe thought it might of been a ""death"" So he wiped the sweat from his eyes."" to make sure it wasn't a mirage. The only time people see mirages is when the are hot,tired, and about to kill for some water. This is what the cyclist was like after his long jouney to Yosemite National Park with the directions given by old men."	2	1	2
6841	3	The features of the setting include “There are no one in sights, not a building, car, or structure of any kind which describes the trail the cyclist was taking. These features of the setting describe how the cyclist is affected because it elaborates on his doubting whetther he will survive or not.	1	1	1
6842	3	Many features of the setting affect the cyclist. The speed limit sign makes him feel like life is cruel. His first glimpse of the welch's Juice factory makes him feel excited. Meeting the deserted fork in the road makes him feel troubled. When he finally gets there, he feels relieved. These are all examples showing that features of the setting affected the cyclist.	1	1	1
6843	3	The many features of the setting greatly affect the cyclist & his performance. For example, the cyclist is riding through a very hot area of California. This is said at the end of paragraph @NUM1: ,“and I was traveling through the high deserts of California in June.” The high deserts of California are windy, sandy, dry, and hot. Not something that someone should be cycling on, had the setting, told of the mountianous regions of California, the wither would hot be hot, or tired because the mountians are a cool, although dry place. Had I had been cycling, I would rather have cycled in a different setting, such as mountians, than an arid desert. that way I would not have to endure the discomfort a cyclist expearenced.	1	1	1
6844	3	The features setting in the story “Do Not Exceed Posted Speed Limit” are very important to the cyclist. In this story, the setting really affected the cyclist because it was in California which is a really hot place during the summer. The cyclist had problems because of the weather and on the shortness of water. Since there was a shortness of water he had to conserve it which slowed him down because he couldn’t ride as much. Although there was a cool wind and a river from Yosemite he had to pass quickly down the hill so he had even more problems. This is why the settings of the story really affected the cyclist and how much he could ride.	1	1	1
6845	3	"In the story “Do Not Exceed Posted Speed Limit” by Joe Kurmaskie the feature of the setting, affect the cyclist in many ways. In the story, it taliks about how the man is pedling twenty miles here and fourty miles there and it's very hot outside and he only has so much water abd he doesn't think he'll make it to where he was to go because its do not that he need more water. As the narrator sas"" I was travelling throuhg the high deserts of california in June"" which is extremely not in california in June. The deserts hot weather made him eimited on water supply, and the fact that he was in the middle of nowhere, no buildings around makes him lose all hope for making it through. There were snakes in the desert which endagered him, and the bumpy road made it harder for him to hold on and get to somewhere. "" I began breaking the ride into distance i could see on te horizon, telling mself if i could make it treat i'd be fine."" This quote shows his struggle because of the area he was in but also his persitance. The features of the setting affect the cyclist in this essay."	3	2	3
6846	3	Many features of the cyclist’s surroundings effect his speed and confidence. He was the only one on the road. There were no other cars, bikes, motor cycles, or even buildings. It’s like he’s on the countryside. So that makes him want to go faster, because he won’t hit any thing. The fact that he’s alone in the wide, open spaces boosts up his energy level and makes him feel more confident.	1	1	1
6847	3	To be able to have a good bike ride, you must have a good setting. To me, a good setting would about @NUM1° outside and sunny. You can’t go bike riding in snow because there is no way that the tires will move in the snow. You can’t go in rain or hail because the roads get slippery and you could getin a accident that could injure or kill you. If it is sunny outside you be able to ride freely on dry roads with a little breeze to go through your hair and you could be refreshed. That is why I believe it is important for the setting to be just right for a bike ride.	1	1	1
6848	3	this story is set in the hot in the hot desert in June and the character is a cyclist trying to get to a National Park. the setting affects the cyclist because the hotter it is the more water you need to keep you hydrated, but the man is alone in the desert. This quote “about forty miles in the pedal I arrived as my first “town”. The place might have been a thriving little syos as one time”. This quote shows how deserted the desert is and how as he rides there is nobody around no where to re-hydrate no where to get drecionsn he was alone.	2	2	2
6849	3	In the essay, “Do Not Exceed Posted Speed Limit” by Joe Kurmaskie, the setting greatly affected the cyclist. In this story, the cyclist is heading for Yosemite National Park, thinking it wise, he accepts directions from a group of eccentric old men. He begins his journey confidently on flat terrain and with a large supply of water. The first of three promised towns had been resigned to that of a ghost town. The second offered only water that slightly resembled battery acid. The cyclist soon becomes exhausted from lack of water and having to cross the now hilly terrain. He barely makes it to the third town to realize that the juice factory was out of business. The cyclist becomes sure that he is going to die of lack of water when he stumbles across a bait store. If it hadn’t been so hot, if the “towns” along the way had offered better resources and if the terrain hadn’t been so hilly, the cyclist would have had a very enjoyable ride. All of the affore mentioned factors of the setting greatly affected the cyclist.	3	3	3
