essay_id	essay_set	essay	rater1_domain1	rater2_domain1	domain1_score
6597	3	In many real-life situations, nature or a setting can be the biggest hindrance in succeeding, or even surviving. For example, the cyclist with stood the blozing heat of the sun as he pedaled through what seemed to be the @CAPS1's living room: Dry, desolate, and extremely scornful. "Wide rings of dried sweat circled my shirt, and the growing realization that I could drop from a heat stroke on a gorgeous day in June." @CAPS2 and depicts the intense heats of the desert. Another feature in the setting was the every hanging hills and steps though pedaling down the hills was an easier task, traveling up the hill, as well  as maneuvering the thirsts and bends served as a direct conflict. An example, "with what I believed was my last burst of energy I maneuvered a setting affect a situation is ultimately, the cyclist reached his destination is great relief. But the biggest hindrance was along his setting.                        	3	3	3
6598	3	The features of the setting affected the cyclist because they made the simplist challenges for him. The back of water and the snake in his path are examples.	1	1	1
6599	3	"First, by accepting the old mens' advice, the cyclist was setting himself up for some hardships that he would, easily have avoided by using his map. He first encounters a "ghost town", lifeless and most importantly, waterless. Then, he encounters a pump that gives out water tasting like "battery acid". Next he rides past a "Rough Road Ahead" sign; not the most encouraging thing on his journey. To add to the despair, he has to manever his way past a tempting yet empty juice factory. Finally, the parched cyclist arrives at "Gary and Wilber's Fish Camp. "To him, this simple bait shop was like  beacon of hope from food himself."	2	3	3
6600	3	In this story, the cyclist was trying to make it to Yosemite, California. In the begining, the cyclist was sure of himself he decided to ask some old men that looked like they haven't been off their porch since Carter was in office for directions. The old men ended up leading him into the middle of the desert. In the desert, the sun was beating down on him and he had a limited supply of water. There was no sign of civilization what so ever. These hot conditions made the cyclist very hot, tired, and very thirsty. But that didn't stop him, he kept going and eventually he came apon a little town where he could drink cool water and take a well needed rest. 	2	3	3
6601	3	Through most the story, the features of the setting affect the cyclist in a more negative way. For instance, he makes it to this town a guy swore was there, but it turned out to be abandoned. So he let out a sad, hopeless laugh and still had energy to feel sorry for himself. Another feature was the Grape Juice Factory, also abandoned, so he hung his head and that blues tune "summer time" rattled in his brain. A third feature was his thirst. So he stuck some pepples in his mouth to take his mind off it. Then he thought about how lucky he'd be if he checked, @CAPS1 negative to me.	2	2	2
6602	3	The features from the essay affect the cyclist in many was because he is getting field, and is drinking more and more water. The raods are getting rough so he needs to slow down. If he slows down he will get tierd and need more water although he is all out on top of that the old men really didnt know what they were talking about the features affect the cyclist.	1	1	1
6603	3	The setting affected the cyclist in many ways, for example, the heat was unberable beating down on him during this long ride. The fact that he had no where around him to fill up his water bottle. So he was deing of thirst and he didn't know where he was going or how far he had to go. The setting was crushal in this story.	1	1	1
6604	3	The setting in the begining of the story is flat an easy but as the path becomes unfamiliar it turns into many hills & turns. This effects the cyclist a lot because he was low on water & was begining to become dehydrated.	2	2	2
6605	3	The setting affects the cyclist. He starts to see things that will affect his mind. Passing there is rolling around him he starts to feel abandoned and misled because there are no signs is going to right way.	1	1	1
6606	3	The cyclist has to over come a lot of obstacles. For example, there is a snake in his path, so he cationly rides around it. Also, there are alot of hills and he wasn't sure if he could make it up those hills. Furthermore, he is almost out of water so he could die of heatstroke or dehidration. In conclusion he over comes these obsticles and achieves his goal. 	2	1	2
6607	3	In the essay "Rough Road Ahead" the author goes through many seneries. All of the places that the author goes to make him even more determined because he wants to find water and he just wants to get to Yosemite. The determination pushes him to keep going further and further. And then the determination finally pays off after he goes around a turn because he then see's a place where he can get something to drink and a place to cool down.	2	1	2
6608	3	The features of this setting effect the author while he is cycling. They changed his hope to doubt. There were no buildings or cars, which led him to believe he would never get to Yosemite. Also, it had a rough terrain that made him doubt that he would ever get water. Im sure if the setting had buildings, people, even just civilization, then the cyclist would of been fine.	1	2	2
6609	3	Blazing tempitures, lack of water, dwinding hope-all are the parts of the setting that affect the cyclist. Blazing tempitures, because the hotter the water was the more perspiration and lack of hydration was appointment you can't put anything back in your skin and your body can't function without water finally dwinding . Hope, the cyclist didn't think he was going to live through this. He tried hard and pushed himself and success was made. He lived.	2	2	2
6610	3	The features of the setting affect the cyclist because he get tiring. The character, in the story is ridding his bike for a long period of time and he gets tired. He rides alone with nothing or none around his accept the tries and wild animals.	1	1	1
6611	3	The features of the cyclist is rough because of the hills, snakes, heat, amount of water. The hills give you a breeze going down but going up give you a hard time. The snakes can hurt you by bitting. The heat could make you sick. The amount of water can really hurt you by being dehydrated.	1	1	1
6612	3	The features of the setting affect the cyclist in several ways. The features of the setting affect the cyclist through the posted speed. Due to how the setting is the cyclist have a rough hill with wish.	1	1	1
6613	3	The hills and bumpy road slow him down, and he is dehydrated. That is also slowing him down because he needs water. There are obsticles in the road too, such as, the big snake laying across the middle of the road. He is lost without water and could possibly die of an heatstroke.	1	1	1
6614	3	Knew what he was getting himself into so if he needed water or nething like that, it was probly his own falt he should have brought some with him.	1	1	1
6615	3	The cyclist and his journey in Rough Road Ahead: Do Not Exceed Posted Speed limit were impacted by the setting. The "deserts of California in June" caused him to be weary very easily. The terrain change from the flat road to hills made him feel less confident because he felt the road sign was taunting him by saying DO NOT Exceed 55 mph. He could only go @NUM1. Finally, the large snake created an obstacle for him by blocking the majority of pavement in front of the cyclist. All of these features affected the cyclist in some way.	3	2	3
6616	3	The story is basically talking about more people with cars should ride bicycles to work or to school's so it want be alot of polution in the air.	0	0	0
6617	3	The features of the setting affect the cyclist in many ways. The temperature in the area affect the way he drinks his water which leads him to thinking he is going to die because he is running out of water. The "towns" he comes to are so deserted he thinks he is going in the wrong direction. All the settings in the story also help him not to give up but keep on going. In conclusion even though he had to go through all that doubt he was going to be alive in the end he still went on and tried. In the end he did make it and all it was worth it.	2	2	2
6618	3	There are many setting that affect the cyclist. One feature would be the terrain around him. Also, the obstacles faced by the cyclist. Another feature would be the types of wild animals & scarceness of water around . Also, the old man who gave him unimportant & non-updated information. All of these would affect the cyclist because it would  wear & fear on his physical & mental strengths.	2	1	2
6619	3	I think that there were many things contributing to the cyclists state at the end of the story. First, there was the fact of time. He was cycling in June which is very hot due to it is summer. Second, he was cycling through California which is warm even in early @DATE1. And third he was traveling through the deserts. So if you put all of that together. He was cycling on a hot June day in the deserts of California. These @NUM1 things all contributed to the characters state. He went through dead towns in his search for water and found an old well pump with extremely hot water, that tasted like battery acid. He drank to much water at the begining which left him with just spit toward the end. He was lucky to find a fish camp in the middle of nowhere and to have found water. The three things made him drink too much water at first and barely left him with enough.	3	2	3
6620	3	The features affects the setting of the cyclist because in some ways they through you off a little with others lines and then will get confused of what their acually talking about. The littlest thing that could through you off is the line when it says before the last world war. That kind off through me off alittle.	1	1	1
6621	3	"The setting that were affecting the cyclist was the lack of water he had because it says "the water bottles contained only a few tantalizing sips,"" and the text also says "" I'ld read once that sucking on stones helps take your mind off thirst by allowing the spit to circulate" he wouldn't be trying to get his mind off of thirst if he wasn't thirsty."	1	1	1
6622	3	The features of the setting affect the cyclist because it was June and the cyclist had little water. The cyclist was dehydrated and couldn't find any building or water for many miles. The cyclist took advice from oldtimers which didn't know what they were talking about. In conclusion, the weather and the location affected the cyclist.	1	1	1
6623	3	The cyclist pedaled through all types of different terrain. Through   hills, high desert, flat roads and the woods. This cyclist took the advice of bunch old men who thought they knew a short cut to the Yosemite national park. This short cut turned out to be a nightmare. The cyclist had only brought so many water bottles and was quickly drinking them all. The setting of this story changed a lot making the cyclist at   times have to pedal faster and slowes. The cyclist was quickly worn out and started to loose hope in himself. The  terrain kept changing making it  hard for him not to be thirsty. Eventually he drank all of his water and knew he would die of dehydration or a heat stroke. As he came up over a long hill he saw a bait store and stopped inside to have a drink vowed not to listen to a bunch of old guys again.	2	2	2
6624	3	"The features of the setting make him happy because he meets some people that tell him of a route that will take a lot of time off his trip. This is what the text says, "what I shouldn't have done was let them have a peck at my map. Like a foolish youth, the next morning I followed their advice and launched out at first light along a "shortcut" that was to slice away hours from my ride."" He also talks about not talking directions from old timers. This is when the text says,""	1	1	1
6625	3	During the cyclist journey to Yosemite many things got in his way and slowed him down. For example, he listened to the old men who gave him wrong directions to where he wanted to go. Also, his water supply was getting low which drained his energy alot quicker than usual. The heat also played a part of his energy loss. The heat made him sweat perfusely which made the water that was in his body be of no use.    	2	1	2
6626	3	The features of the setting affect the cyclist in many ways.For example, he was in the california desert in June.The heat and lack of water can cause people to become dehydrated,passout or even die.There are not many sources of water in the deserts.The terrain didn't help him much either, hills use a lot of energy and  made him perspore,causing him to lose flood from his body. The cyclist was greatly affected by the features of the setting.	2	2	2
6627	3	The rider in the story "Rough Road Ahead" by Joe Kurmaskie has a very analyzing mind, which is affected by things around him. At first, the rider "rode into the morning...with a smile" because of the bright sun, and the "cool pines" and rushing rivers"...he is very confident with the old mens directions, this first sign of disapointment is when he comes to the "ramshackle shed..." And the "...sight of this was troubling..." to him, but he rode on. He thinks as he rides over the "crippling hills" that maybe this wasn't such a great idea. Finally he comes to a old bait shop, and the "modern bathroom" that he enters to drink from, gives him relief from the desert he had just been riding through.	2	2	2
6628	3	The features of the setting affected the cyclist a great deal. The landscape was hard to ride on, there was intense heat & little water. As a result, it was a long trip and he had a difficult time reaching his destination.	1	1	1
6629	3	At first the trip was easy going and flat. It was a nice day out and the water sapply was draining. Soon, the path became hills and soon got rough. Even though the pines gave shade it wasn't enough to help the cyclist. Eventually he reached some what civilization after enduring a grueling climb and by cycle trip through the woods.	1	1	1
6630	3	"The essay on ""Rough Road Ahead"" is about the dangers of speed and assault. It's just letting you know to follow instructions and read signs. You should always keep close @NUM1/= out for signs and things.  "	1	1	1
6631	3	Setting that affected the cyclist was water tempeter, rolling hills and condition of the roads. Water was a factor because he need cool water to keep him hydrated he came to a shed with pumps after running out of water. He started pumping the water it was hot but he took it he tried to let it cool down but it didn't. Rolling hills was another a tender to the cyclist hardships because the road started off flat then ended up in hills going up his can strain the leg and makes it harder to keep riding. Another hardship was road condition, it was smooth at frist then it became rough and rocky. Those was some affects the cyclist had to over come	2	2	2
6632	3	Setting  depends on how you can go or move. The town hills helped the cyclist. The up hills didn't. The cyclist  got a bad idea or aditude when he saw the towns he was upset and mad he didn't want to die and yet he though. He was going two. He said he wouldn't trust old men anymore. They didn't know where were talking about .How and why did he trust even in the first place.	2	2	2
6633	3	"The features of the setting affect the cyclist in many ways.For example, ""I noticed the terrain changing. Flat road was replaced by short, rolling hills."" This quote shows that his surroundings were giving him diffuculty and a challenge for his travel. By describing the hills as ""rolling"" it helps the reader imagine the obstacles he was going through. Also, the sign that read, ""Rough Road Ahead; Do Not Exceed Posted Speed Limit."" gives the reader a feeling that the character is in danger. Lastly an example of the setting that helps shows the charcters hardships is, ""no one in sight, not a building, car or structure of any hand."" If anything were to the happen to the character, as the author was foreshadowing, he'd be stranded and all alone to die. He'd be in trouble and there would be no one to help him. If the author did not use these examples, the reader would not easily get a picture of the troubles he had to overcome. In conclusion these examples added emphasise and meaning to the text.   "	3	3	3
6634	3	Well the features of the setting affects the cyclist is a lot of ways. Well when his water was is hot to drink He got some pebbles and stuck them, in his mouth. He had heard somewhere that if you do that it will dilute your spit. The terrain of the story was very rocky and hilly. Those are the features of the terrain.	1	1	1
6635	3	The features of the setting affect the cyclist. The hills afected the cyclist because they would be harder for him to ride The abandoned town also affected him. When he got to the town he was hoping he could get more water and take a break but when he got there the town was abandoned. Also the highway was hard for him because it would be hard for him to ride on. Also there was nowhere that he could get water around him. Many features of the setting affected him.	2	2	2
6636	3	The features of the setting gradually contribute to the cyclist's anger. For example, at the beginning of the story, the cyclist comes across poisonous snakes, "one ramshacke shed, several rusty pumps, and a corral that couldn't hold in the lamest mule." All of sights trouble the narrator, and he starts to becom frightened and neurotic. As he cycles on, the narrator begins to deplete his water supply, and when he stops to restock, "the water wouldn't cool down" and "it had the flavor of battery acid. The cyclist's lack of water frustrates him, and the increasing steepness of the hills adds to his annoyance. The final straw came when the cyclist passed by what he thought "had been a Welch's Grape Juice Factory." The narrator goes on in an outrage to explain that hopes to die out on the road, in order to spare himself from the dreaded features of the setting.  	3	2	3
6637	3	The features in the setting most definetly affect the cyclist while he travels. The cyclist is incredibly thirsty and tired and the setting he's placed in just gives him no hope of survival really. He first comes to a "ghost town" where he finds no one is living. This first encounter with isolation in a desolute place doesn't really affect him because it is the first place he finds but the rest of the storys setting comes to mimic this. As he travels he is met with barren land, no water and no people in sight. It's June in California and the cyclist fears he @MONTH1 soon suffer from heat stroke if he doesn't find water yet. It doesn't help when he comes to an abandoned juice factory that taunts him with the one thing he needs to survive. All in all the features in the setting make the cyclist lose hope, make him feel like he will die if he dosen't find water.	2	3	3
6638	3	The setting in the story "Do Not Exceed Posted Speed Limit" was based in the hot, and dry terrain of California. This setting affected the character mood. It did this because some of its included feature can seem as actual metaphorically based moods. An example from the story is, "The cool pines and rushing rivers of Yosemite..." this quote from the story could suggest the tone and the mood of the scenery which would be calm, and relaxed. So from the scene that is being seen and the mood it has would also give the character its mood.	2	2	2
6639	3	The features of the setting that affect cyclist depends where they are located. In this story the feeling on "nothing and the desert around him and the heat gave him no hope". It all depends on where you are cycling. "It didn't really matter I was going to die." This quote states his feelings on what was going on through his head while he was dieing of thirst. He felt nothing he was sure he was going to die until he found a sign of civilization that was near and he became better and his hope was raised.	2	2	2
6640	3	I think the features of the setting affect the cyclist in many ways. It being a long, hot, lonely ride there, had an effect on him. It scared him which made him go longer. He had nothing to drink and thought he was going to die it made him weak. The snake in the way caused him longer and every stop that had once there effected him to.	1	1	1
6641	3	I would think even riding a bike for so long can be bad for the behind. But also good exercising especially for the legs all the strength you get from the muscle. To know where you going could take forever. But I do know what they would have to face all types of weather, but as long as you have gear on no harm could come to you.	1	1	1
6642	3	At first he was mad because he took advise from old men who never left their porch. He got scared he was going to die because had he drunk all his water and he didn't know how long it would be till he got some more. He shouldn't have drank his water so quickly knowing he had a while to go. Then he became happy when he saw the bait sign. He biked quickly down the hill.  	1	1	1
6643	3	The features of the setting affect the cyclist, in the story Do Not Exceed Posted Speed Limit, in many ways. The cyclist is affected because the setting is depressing and frightening. When the cyclist first sees the speed limit sign of 55 mph, he says, "Sometimes life can be so cruel". Because he can only go 12 mph considering he's on a bike. After seeing the sign, a snake crosses his path. He's frightened by it because it looked like a diamond back and he was trying to keep his balance and ease past it. Since the main problem the cyclist is faced with is the lack of water, the dry, long hills seem to make him more weak and tired. Tumble weeds crossed past him and there was no water in sight That is how the features of the setting affect the cyclist.	2	2	2
6644	3	The features of the setting affected the cyclist greatly. It made him become dehydrated. For example, in paragraph @NUM1 sentence @NUM2 he stated "I eased past, trying to keep my balance in my dehydrated state." This shows how the heat and climate of the setting affected him by how he was getting thrown off balance and wears     to him getting dehydrated. The setting of the story "Do not exceed posted speed limit," by Joe Kurmaskie, effects the cyclist in the story.	1	1	1
6645	3	The setting in this story greatly affects the cyclist. It is an extremely hot now in California while the narrator in aiding his ride. This causes him to become delighted much faster while he is on a "Short hit" leading to no where. "Wide signs of dried outcast winded my limb, and the growing realization that I could drop from ?? a gorgeous day in June" This gust shows how that calm day really was and the fact the cyclist is sweating so much shows how much the weather is affecting him. The rolling hills in the story also affect the cyclist. By cycling towards up and down no often, it secured his journey. It cowed him to the side even longer in getting to a town with water.The deserted knowns in the setting are negatively also affected the narrator. It gave him a hopeless narration because there was no place to stop and depleting his water supply.	2	3	3
6646	3	"Joe Kurmaskie had a rough time trying to get to Yosemite National park. First, he received directions from an old man, Joe followed these instructions; little did he know that he would be headed for many hardships. After he reached the first town he checked his supply. About @NUM1 more miles he reliced his bottle was getting low because he was travelling through the high deserts of California. It is hot cool out there,then the terrain changed. He no longer had that much water. He ran into a snake, which he swore was a alamond back. Finally, he came to another town, got some water and then left after going through ghost towns. Riding in conditions that are hot and unfamiliar are hard to do. Adding hills to heat is not a good combination, with nothing around val it can be very dangerais, even fatal. Before you bike thinkof what conditions are ahead of you"	3	2	3
6647	3	because he was telling to make it wirte he nite to go and he much it because he was drieing to soil and because he was drieing 55 mph pert hour and 12 mph and sometime life can feel so cruel in life ya dig and that ia all I can said right now.	1	1	1
6648	3	Each time the author comes to a point where the setting isn't very appealing or helpful, he loses hope for reaching his destination or finding a nice place to rest and get some fresh water. For example, the text states, "one ramshackle shed, several rusty pumps, and a corral that couldn't hold in the lamest mule greeted me. This sight was troubling" (Kurmaskie @NUM1). The author has a sort of negative, sarcastic tone at this point. This shows that he's getting frustrated and losing some hope. He also mentions that the "sight was troubling" which shows how big of an affect the features around him or scenery can have.	2	2	2
6649	3	Lots of features in the setting play an affect on cyclist. Some that @MONTH1 play an affect are the heat, flat road that's had to ride on, or how there	1	1	1
6650	3	This essay is an american tale that express how hard it is to do someing. But do it thought determination. The cycle are faced with many change not onnly physically but also menataly. There was no one in sight not a building  or anything. As this rider come to think that the sabstatal beating he took from the ride he is tirde and no sight of baidi say he might not be able to do it.	1	1	1
6651	3	The features of the setting greatly affect the cyclist. First of all he is travelling through a desert in California in June so the weather is extremely hot and the cyclist needs water, however as he is running out of the water he brought along with himself, he cannot find any other water himself so he is thirsty and almost dehydrated. Also, if frustrates him that when he finds water, not only is it hot it tastes like battery acid @CAPS1, when the cyclist decides to conserve some of his water and go to the next town to get more water, but there is another setback. The condition of the road is so poor, that the cyclist cannot go more that 12 mph. Thus, if he ever reaches the next town. he still will have to wait longer for the much needed water, travelling at 12 mph. The snake is also another setback that the cyclist was fortunately able to escape. Thus his major concern is the lack of water.	3	3	3
6652	3	The features of the setting affected the cyclist in many different ways. At first it was a bright shiny day and the cyclist was happy. He reaches the first town which is a ghost town and it makes him sad. Riding on he begins to lose water. The once bright shiny day began to beat the heat down on the cyclist. He reached a ramshackle shed and began to lose hope. He loses water quickly and becomes more dehydrated. The terrain become slopes and hills and the ride become harder, when he reached the grape drink factory his hopes were almost gone. But just over the hill was a fishing shop. He used his reining energy to speed down the hill to get water and get his energy back. 	1	1	1
6653	3	"The features of the setting, affect the cyclist in many ways. For example, when it says, "The cool pines and rushing rivers of Yosemite had my name written all over them." The features of this setting are making the cyclist determined. Another example, is when it says, ""At some point, tumbleweeds crossed my path and a ridiculously large snake – it really did look like a diamondback blocked the majority of the pavement in front of me."" The features of the setting are making him brave and couragious. The last example is when it says, "I hung my head." The features of this setting are making the cyclist have despair. That is how the features of the setting affect the cyclist."	1	1	1
6654	3	In the essay "Rough road ahead do not exceed posted speed limit," the cyclist is affect both positivly and negativly by the setting. Setting is the sounding in which the story tacks place. In the story a cyclist loses his way and band is put in to dangous because of it. The setting of the story can be dicrided as mountainous with many rolling hills. The author discride the setting by say "@CAPS1 two miles in to the next section of the ride, I noticed the terrain changing." The change in terrain made it more difical for the cyclist. However he also used the land to give him hope that he was almost their. He told him self that he'd make it if he make it over the next hill. The setting of the story gave the cyclist hope and problems in his journy to sarive.	1	1	1
6655	3	The cyclist was affected by the fact that he took advice from some old men who's information was not accurate. Then he cycled along the desert which was very hot. He had a limited supply of water and that also affected him in a very bad way. He almost had a heat stroke a few times. He was probably angry that he took these men's advice and got himself into this. Then when he found the fish camp, he was overjoyed with relief. But at the same time, if he had asked someone else for directions, he would not have been in this situation in the first place. So it's really confusing because he probably felt relived and mad at the same time. And then the other old man asked him did he know the best way there. He was right to say yes because if he didn't, the old man would have gave him some more messed up direction and he would have been out there again, about to have another heat stroke.	3	2	3
6656	3	The features of the setting affects the cyclist by rush he /she got when speeding down the hill. The fresh morning air, no limits just you and your feet. Speeding, going as fast as you can with your heart pounding in your chest. No boundarys, when you can go where you like, when you like. No people to get in the way of you and your need for speed.	0	0	0
6657	3	"In the short story Do Not Exceed Posted Speed Limit it is shown that the features of the setting do affect the cyclist through the story. In the story the cyclist is faced with the mental and physical journey he takes while riding his bike. Being unware of where he is on his journey the setting begins to really affect him. For example as he keeps making his journey he is affected by the old towns and desert places he even says that ""The sight was troubling."" As he continues to California in June the heat and the long journey really began to affect him both mentally and physically. For example he says, ""I got down my hands and knew working the hands of the rusted water pump with all my strength."" The quote shows because he is biking so long is looking water and there is not a town is sight he becomes weak and although he is at terminated to make it through this journey he is becoming more hopeless and sorry for himself because of the setting he is placed in. "	3	3	3
6658	3	"@CAPS1 directions, June, lack of water" all are elements that effect the rider on his ride. He took directions from older people who promised the rider a short cut. I turned out that their short cut was wrong. When the rider went on this trip, it was June in California. It would have been burning hot. Lastly he had drank most of his water during the trip. He could have died if he didn't find the other water source. These were some elements that effected the rider on his trip.	2	2	2
6659	3	The feature of the setting greatly affect the cyclist in "Do Not Exceed Posted Speed Limit." The features in the story changed the speaker's mood throughout his journey. For example, in the beginning he came across a deserted town so he was cautious. Next, he came across a fork in the road which was troubling to him. Then he passed a snake and had the obstacles of the hills which made him become determined. Finally, his determination changed to relief where he reached Gary and Wilber's fish camp. In conclusion, the setting in the story greatly affects the cyclist by changing his moods and attitude towards his journey.	2	2	2
6660	3	In the essay, "Rough Road Ahead: Do not exceed posted speed Limit," is about a man that follows some bad directions and in the middle of a desert is stuck without water. He starts to lack confidence in the directions when the setting changes. He said, "After fourty miles into the pedal, I arrived at the first town it fit the traditional definition of ghost town." He had been told this was a thriving town but was left with nothing. This was a big let down and the cyclist wasn't so positive this had been the right choice. He keeps on riding and finds another dissetling sight." One ramshacle shed, several rusty pumps, and a corral that wouldn't  hold in the lamest of mule greeted me." @CAPS1 was another place said to be good but all he got was battery flavored water. On the last strech of his bike met with rough rolling hills, a diamondback looking snake, and an abandoned juice factory. All of this brang his spirits lower and lower until he thought he would die. The cyclist ended up finding a store but he was discauraged by the environment he was in a hot and could have died.	1	1	1
6661	3	In the essay, the cyclist is greatly affected by the features of the setting. Under the conditions he could barely survive and make it to his destination. It is clear that the features of the setting are affecting him when he states,"The speed limit was 55 mph. I was doing a water-depleting 12 mph. Sometimes life can be so cruel." In his efforts he is slowly getting weaker and the sign he sees only makes him feel worse because it seems to him that it mocking him. He also states, "I'd read once that sucking on stones helps take your mind off thirst by allowing what spit you had left to circulate. With any luck I'd hit a bump and ledge one in my throat." This shows he is ready to give up completely and wouldn't care if he died. From the author's tone, it is clear that the features of the setting do affect the cyclist.	3	2	3
