numberOfCharacters	numberOfWords	numberOfShortWords	numberOfLongWords	mostFrequentWordLength	averageWordLength	numberOfSentences	numberOfShortSentences	numberOfLongSentences	mostFrequentSentenceLength	averageSentenceLength	numberOfDifferentWords	numberOfStopwords	gunningFogIndex	fleschReadingEase	fleschKincaidGradeLevel	daleChallReadabilityFormula	automatedReadabilityIndex	simpleMeasureOfGobbledygook	lix	wordVariationIndex	nominalRatio	typeTokenRatio	guiraudsIndex	yulesK	theDEstimate	hapaxLegomena	advancedGuiraudIndex	numberOfDifferentPosTags	sentenceStructureTreeHeight	correctVerbForm	pos_CC	pos_CD	pos_DT	pos_EX	pos_FW	pos_IN	pos_JJ	pos_JJR	pos_JJS	pos_LS	pos_MD	pos_NN	pos_NNS	pos_NNP	pos_NNPS	pos_PDT	pos_POS	pos_PRP	pos_PRP$	pos_RB	pos_RBR	pos_RBS	pos_RP	pos_SYM	pos_TO	pos_UH	pos_VB	pos_VBD	pos_VBG	pos_VBN	pos_VBP	pos_VBZ	pos_WDT	pos_WP	pos_WRB	numberOfSpellcheckingErrors	numberOfCapitalizationErrors	numberOfPunctuationErrors	cosineWithSourceText	scoreCosineSimilarityMax	cosineTopEssaySimilarityAverage	cosinePattern	cosineSumOfCorrelationValues	avgDistanceNeighbouringPointsEuc	minDistanceNeighbouringPointsEuc	maxDistanceNeighbouringPointsEuc	indexDistanceNeighbouringPointsEuc	avgDistanceNeighbouringPointsCos	minDistanceNeighbouringPointsCos	maxDistanceNeighbouringPointsCos	indexDistanceNeighbouringPointsCos	avgDistanceAnyPointsEuc	maxDistanceAnyPointsEuc	avgDistanceAnyPointsCos	maxDistanceAnyPointsCos	clarkEvansNearestNeighbour	avgDistanceNearestNeighbour	cumulativeFrequencyDistribution	avgDistanceCentroidEuc	minDistanceCentroidEuc	maxDistanceCentroidEuc	indexDistanceCentroidEuc	avgDistanceCentroidCos	minDistanceCentroidCos	maxDistanceCentroidCos	indexDistanceCentroidCos	standardDistance	relativeDistance	determinantDistanceMatrix	moransI	gearysC	getissG	score	Selected
2402.0	453.0	450.0	69.0	3.0	3.7764932562620426	35.0	8.0	27.0	39.0	67.65714285714286	219.0	235.0	9.238953011668244	75.2953509933775	5.972504572690003	8.042969025543993	5.0	9.461161749540981	28.174645222327342	54.46342201116067	1.1041666666666667	0.48344370860927155	10.289517587595176	49.774263830551874	117.41174223127867	135.0	0.16556291390728478	29.0	5.5	85.0	24.0	1.0	56.0	1.0	1.0	42.0	31.0	2.0	0.0	0.0	13.0	89.0	25.0	3.0	0.0	2.0	2.0	21.0	8.0	27.0	1.0	2.0	0.0	0.0	14.0	0.0	38.0	1.0	7.0	4.0	18.0	17.0	3.0	0.0	1.0	10.0	0.0	0.0	0.09652865398990587	4.0	0.12179564977863618	40.0	-0.015416642168020078	0.40918212533243914	0.0	0.7387359526631164	0.0	0.09602353474194662	0.0	0.27286540387854097	0.0	1.1719964517482757	1.4092229263727591	0.7273308165077407	0.9929546281073016	8.939513590074368	0.3200859324264952	0.4564102564102564	0.8498046975531022	0.7866810195618944	0.9805217126349406	0.802308617366421	0.4742632929732073	0.3746565060151633	0.7004429670242078	0.534885099363436	0.850647350483515	0.8675456540351194	1.5644666141587827e-74	0.48570749043522043	99.28339229670331	0.924817334081282	9.0	Yes
2632.0	519.0	522.0	61.0	3.0	3.6552315608919383	26.0	0.0	26.0	55.0	100.26923076923077	217.0	292.0	10.605039276715578	76.70814250778125	7.519084778420041	7.668981517711575	8.0	10.035473477838032	31.714910330517263	47.88135031942597	0.9120879120879121	0.41811175337186895	9.525242804343392	75.71428571428572	87.57572190534522	122.0	0.10789980732177264	24.0	5.645161290322581	111.0	26.0	0.0	54.0	2.0	1.0	52.0	46.0	2.0	0.0	0.0	6.0	74.0	38.0	2.0	0.0	0.0	0.0	35.0	5.0	31.0	0.0	0.0	5.0	0.0	27.0	0.0	32.0	6.0	8.0	7.0	36.0	22.0	6.0	0.0	5.0	8.0	2.0	0.0	0.10256378874367851	4.0	0.10714855107929785	39.0	-0.019328398316950574	0.4102628887252329	0.0	0.7218342268698694	0.0	0.0970644601068023	0.0	0.2605223255404109	0.0	1.1684725788798522	1.4031428965785049	0.7165007231351567	0.984404994109358	9.148266400358454	0.31195329505061953	0.4558139534883721	0.8440126073686718	0.7855530572023504	0.931518608241999	0.8433036659191158	0.464433161624249	0.3747388890628497	0.6087277153513327	0.6156100332092909	0.8444928428543385	0.9065764606120976	-4.822920635528109e-252	0.48420920145880325	109.89119642538826	0.901839917192819	9.0	No
1963.0	330.0	307.0	74.0	1.0	4.301837270341207	22.0	0.0	22.0	131.0	88.27272727272727	209.0	147.0	12.060606060606062	60.09545454545457	8.603636363636365	9.500287878787878	9.0	11.299434782280677	37.42424242424242	76.48930860658261	1.043103448275862	0.6333333333333333	11.50507134557047	22.007646309185375	208.39545454545453	156.0	0.26666666666666666	28.0	5.545454545454546	72.0	10.0	1.0	28.0	0.0	0.0	29.0	33.0	1.0	1.0	0.0	7.0	59.0	29.0	4.0	0.0	0.0	2.0	17.0	6.0	18.0	2.0	1.0	1.0	0.0	14.0	0.0	20.0	2.0	10.0	9.0	22.0	9.0	2.0	0.0	1.0	10.0	0.0	0.0	0.13455943460248967	5.0	0.10067778092684412	40.0	-0.010097343779721851	0.4451425319954578	0.0	0.767498925449457	0.0	0.11133632932519835	0.0	0.29452730028303553	0.0	1.1271584335206009	1.4050372581656982	0.6741615404963812	0.9870648484168919	8.478683546323966	0.3520581718162417	0.4068965517241379	0.8161774682818947	0.7283298640740631	0.9798140469692611	0.7433347851328695	0.42511927372882263	0.3041830922693398	0.6778007455540889	0.44877951855995096	0.8182372214473769	0.8350943977363151	-6.983805735248742e-68	0.5224889083809262	68.4341657911555	0.9140282855247654	8.0	No
2182.0	402.0	363.0	80.0	4.0	4.042889390519187	25.0	1.0	24.0	73.0	86.32	160.0	208.0	11.009114427860696	69.71678507462687	7.529956218905475	8.558321731343284	8.0	11.368139846972461	35.98049751243781	41.956774803633415	1.1953125	0.39800995024875624	7.9800746888610625	88.07659539940768	58.28707701163603	79.0	0.13930348258706468	26.0	5.115384615384615	83.0	13.0	0.0	46.0	3.0	0.0	44.0	38.0	3.0	2.0	0.0	6.0	72.0	29.0	8.0	0.0	2.0	1.0	18.0	1.0	25.0	0.0	1.0	3.0	0.0	5.0	0.0	17.0	4.0	11.0	2.0	35.0	14.0	0.0	0.0	8.0	32.0	0.0	0.0	0.09430202131360013	3.0	0.10603183686642406	39.0	-0.030533618994856793	0.44269909741251084	0.0	0.6959973220740128	0.0	0.10792714861609773	0.0	0.2422061361670984	0.0	1.0825784544148476	1.3769532891504555	0.621253497146716	0.9480001802511288	8.8821841562809	0.34263769257358995	0.38095238095238093	0.7844734764268977	0.6761748196096175	0.9107744365125865	0.7424174334522761	0.3815790751144491	0.25193988719460647	0.5529465903552577	0.45563150508395367	0.7858470332473745	0.8628338716405272	-6.518145157192804e-77	0.4436213636946413	92.59061935040147	0.8957633091518958	8.0	No
1007.0	204.0	191.0	20.0	3.0	3.81042654028436	6.0	0.0	6.0	106.0	167.0	122.0	105.0	16.345098039215685	64.50147058823532	12.709215686274508	9.347801960784313	14.0	12.161744961471694	43.80392156862745	57.63170497671497	0.84	0.5980392156862745	8.541708512570859	38.61111111111111	93.87027737924438	87.0	0.19117647058823528	21.0	6.111111111111111	44.0	12.0	0.0	19.0	0.0	0.0	20.0	20.0	0.0	0.0	0.0	7.0	32.0	10.0	1.0	0.0	0.0	0.0	25.0	1.0	5.0	0.0	0.0	2.0	0.0	1.0	0.0	12.0	5.0	4.0	2.0	15.0	6.0	0.0	0.0	5.0	16.0	0.0	0.0	0.06503570778845784	3.0	0.06631690760111451	37.0	-0.04189391189340311	0.45294166932889424	0.0	0.7016447904472622	0.0	0.11410821193851983	0.0	0.24615270598089145	0.0	0.8840257450370993	1.3105675514724426	0.42137626767784614	0.8587936534862366	5.094774566740989	0.36025496447593075	0.42	0.6352651680879715	0.455919555642295	0.8405113656332683	0.542431160700356	0.2338072972967499	0.09997275385640858	0.42534567426044345	0.23503883995113645	0.6426108794008153	0.7645475191363434	-5.479183586435022e-43	0.5677103104642144	20.35721674624449	0.8525714179114564	7.0	No
1617.0	307.0	284.0	48.0	3.0	3.9487951807228914	25.0	2.0	23.0	83.0	63.72	125.0	136.0	8.820794788273616	73.94669576547233	5.995942671009775	9.286044026058633	5.0	9.791249743138472	27.91517915309446	39.29422152802524	1.2808988764044944	0.40716612377850164	7.13412681919187	88.64464099895942	46.42141246375773	61.0	0.17263843648208468	21.0	5.269230769230769	54.0	18.0	3.0	20.0	0.0	0.0	33.0	39.0	1.0	0.0	0.0	4.0	50.0	31.0	0.0	0.0	0.0	0.0	10.0	14.0	11.0	0.0	0.0	2.0	0.0	14.0	0.0	23.0	0.0	2.0	5.0	18.0	6.0	2.0	0.0	1.0	16.0	1.0	0.0	0.13225083842322335	4.0	0.07678311855960693	34.0	-0.05924857799188932	0.3629311450533156	0.0	0.6362112671834611	0.0	0.07597768092228985	0.0	0.20238238824559307	0.0	0.9597717979223752	1.3250529389075092	0.49817973610155514	0.8778826454537138	5.81955548152533	0.2749481525903351	0.5089285714285714	0.7002544610730785	0.5841376676129181	0.8727902318926732	0.6692761287511171	0.2884746685770812	0.1813000668561252	0.4768243128601233	0.3802240405247744	0.7026604462637025	0.8050736827564638	9.580579314955583e-55	0.5889096132936875	45.248571859983116	0.8332937969672698	6.0	No
991.0	177.0	166.0	33.0	4.0	4.100502512562814	13.0	0.0	13.0	67.0	75.3076923076923	97.0	79.0	11.09587136027814	68.26623207301174	7.120000000000001	7.790975619295958	7.0	11.05125369901198	32.259452411994786	47.08805763180775	1.6458333333333333	0.5480225988700564	7.29096647162744	55.96022661579373	66.11550141242935	55.0	0.15819209039548024	20.0	6.0	30.0	8.0	1.0	10.0	2.0	0.0	22.0	14.0	0.0	1.0	0.0	4.0	29.0	27.0	1.0	0.0	0.0	0.0	10.0	0.0	8.0	0.0	0.0	2.0	0.0	8.0	0.0	13.0	0.0	2.0	0.0	12.0	3.0	0.0	0.0	0.0	7.0	2.0	0.0	0.34620739143232043	4.0	0.3029699072708153	40.0	-0.05059131275663692	0.42168249923878803	0.0	0.7010501188766234	0.0	0.10733950704340922	0.0	0.2457356345884638	0.0	0.8304241097968728	1.2167757101354406	0.3745481836833537	0.7402715643878026	4.590583573441984	0.32789882667442743	0.4489795918367347	0.5993631461306377	0.405249532816379	0.7372307432737901	0.5496915809788454	0.2043269158756342	0.07696483501853746	0.3153051738761279	0.24409632760664493	0.605726293964543	0.8216237582208243	-2.353219311166695e-47	0.5503221963161843	21.17499138047676	0.8295826007801426	6.0	No
3168.0	536.0	501.0	109.0	4.0	4.329508196721312	35.0	1.0	34.0	72.0	89.54285714285714	257.0	229.0	11.573475479744138	58.0775671641791	8.963168443496802	9.138980362473347	9.0	11.54727034752802	35.650106609808105	56.808261259406095	1.576158940397351	0.47947761194029853	11.100709268720477	47.50718242567578	134.70914914673946	167.0	0.2126865671641791	26.0	5.428571428571429	103.0	20.0	1.0	42.0	0.0	0.0	60.0	39.0	4.0	0.0	0.0	19.0	115.0	55.0	8.0	0.0	0.0	3.0	22.0	7.0	15.0	4.0	0.0	4.0	0.0	25.0	0.0	49.0	8.0	6.0	8.0	23.0	9.0	2.0	0.0	2.0	30.0	1.0	0.0	0.36522256353082644	4.0	0.0	40.0	-0.03070770173979892	0.42242156965962513	0.0	0.6841253049311888	0.0	0.09773259199765276	0.0	0.23401371642359614	0.0	1.199264314768129	1.4087116716854768	0.7506274541150618	0.9922342869714447	11.064442547796464	0.337934199544139	0.3917910447761194	0.8641487895082149	0.7948599846033189	0.9836189923289298	0.8080974348831113	0.49783130862794456	0.38230816642937315	0.7165623052421293	0.5335309485756297	0.8647696834450646	0.879171396840901	2.532299555903608e-151	0.4423040925302914	148.2162469633499	0.9227375678028529	12.0	No
1804.0	347.0	353.0	44.0	3.0	3.702770780856423	18.0	0.0	18.0	98.0	99.27777777777777	146.0	215.0	11.284598142811399	75.36200368235673	7.536978866474545	7.73247604867115	8.0	10.62613485830676	31.957893051552993	42.37904364560343	0.8671875	0.4207492795389049	7.837690655587277	91.54469091091998	60.66534761351743	86.0	0.1037463976945245	26.0	5.777777777777778	76.0	14.0	1.0	28.0	3.0	0.0	41.0	24.0	2.0	0.0	0.0	19.0	55.0	15.0	0.0	0.0	0.0	1.0	26.0	10.0	15.0	1.0	0.0	6.0	0.0	6.0	0.0	28.0	1.0	9.0	3.0	27.0	8.0	2.0	0.0	3.0	8.0	0.0	0.0	0.20489082074576445	4.0	0.13561309371572713	39.0	-0.03293709601264816	0.4833071756393635	0.0	0.8648286637711887	0.0	0.1319741015670565	0.0	0.37396430884012954	0.0	1.0767389278552313	1.4046475763080737	0.6202845255994772	0.986517406814073	8.235646500598346	0.3557257488058266	0.39552238805970147	0.7834115058826961	0.6725064610015409	0.8994052730156247	0.7477235026059914	0.38004478920043433	0.24826865951606425	0.5359224277451415	0.46325484186328675	0.7846372006236171	0.8723955975850568	1.2078334828943367e-159	0.38783448642002755	81.15106125352071	0.9256225191656834	8.0	No
1959.0	375.0	379.0	47.0	3.0	3.7417840375586855	15.0	2.0	13.0	167.0	129.66666666666666	174.0	210.0	13.626666666666665	69.11120000000001	9.830400000000001	8.034500000000001	11.0	10.504223727775692	37.53333333333333	48.651179801657825	0.7733333333333333	0.464	8.985321363201207	59.826989619377166	85.55605970149254	103.0	0.12266666666666666	25.0	6.0	79.0	24.0	1.0	26.0	2.0	0.0	33.0	28.0	0.0	0.0	0.0	12.0	56.0	25.0	2.0	0.0	0.0	1.0	26.0	11.0	32.0	2.0	0.0	3.0	0.0	8.0	0.0	28.0	2.0	15.0	3.0	25.0	6.0	5.0	0.0	3.0	9.0	0.0	0.0	0.2034800020777437	4.0	0.15221276273900095	39.0	-0.05103730638261733	0.4533683188101277	0.0	0.7869381457841429	0.0	0.11973743900436212	0.0	0.30963582264509226	0.0	1.1030178074852004	1.4081651540548945	0.6454203642432003	0.9914645505472226	8.45212837723588	0.34975156081117953	0.4315068493150685	0.7982906184554048	0.6814349722064443	0.9349894085712293	0.7288157127338533	0.4008336431481462	0.25342378489190576	0.5954419640732485	0.42560618865070576	0.800624554218066	0.8562926455407788	-2.9937398331823333e-132	0.4721298272739105	76.00612726532437	0.9178529430972874	8.0	No
