numberOfCharacters	numberOfCharactersNoSpaces	numberOfWords	numberOfShortWords	numberOfLongWords	mostFrequentWordLength	averageWordLength	numberOfSentences	numberOfShortSentences	numberOfLongSentences	mostFrequentSentenceLength	averageSentenceLength	numberOfDifferentWords	numberOfStopwords	gunningFogIndex	fleschReadingEase	fleschKincaidGradeLevel	daleChallReadabilityFormula	automatedReadabilityIndex	simpleMeasureOfGobbledygook	lix	wordVariationIndex	nominalRatio	typeTokenRatio	guiraudsIndex	yulesK	theDEstimate	hapaxLegomena	advancedGuiraudIndex	numberOfDifferentPosTags	sentenceStructureTreeHeight	correctVerbForm	pos_CC	pos_CD	pos_DT	pos_EX	pos_FW	pos_IN	pos_JJ	pos_JJR	pos_JJS	pos_LS	pos_MD	pos_NN	pos_NNS	pos_NNP	pos_NNPS	pos_PDT	pos_POS	pos_PRP	pos_PRP$	pos_RB	pos_RBR	pos_RBS	pos_RP	pos_SYM	pos_TO	pos_UH	pos_VB	pos_VBD	pos_VBG	pos_VBN	pos_VBP	pos_VBZ	pos_WDT	pos_WP	pos_WRB	numberOfSpellcheckingErrors	numberOfCapitalizationErrors	numberOfPunctuationErrors	scoreCosineSimilarityMax	cosineTopEssaySimilarityAverage	cosinePattern	cosineSumOfCorrelationValues	score
164	133	32	0.558823529	0.088235294	3	3.794117647	2	0	0	21	16	26	0.588235294	8.9	84.845	5.4	6.8972875	6	7.16862163	25.375	59.56311718	0.6	0.8125	4.596194078	432	59.85416667	0.65625	0.707106781	0.305555556	4	0.21875	2	0	4	0	0	4	0	0	0	0	2	4	0	0	0	0	0	7	0	1	0	0	0	0	1	0	4	1	0	0	2	0	0	0	0	0	0	0	1	0.044941342	3.6	-0.010913856	1
594	479	117	0.58778626	0.122137405	3	3.564885496	8	0	0	15	14.625	70	0.435114504	8.585042735	82.08293269	5.44366453	6.926088034	5	8.841846275	28.30021368	46.48924784	1.0625	0.598290598	6.471502289	695.5922865	58.3651573	0.393162393	1.386750491	0.5	4.166666667	0.230769231	5	0	13	0	0	13	9	0	0	0	0	26	0	1	0	0	0	13	3	4	1	0	0	0	4	0	5	7	3	4	2	6	1	0	0	4	0	4	2	0.162929608	4.8	0.09005561	2
921	743	179	0.53125	0.098958333	3	3.802083333	8	0	0.25	23	22.375	83	0.515625	10.96117318	77.31096718	8.034574022	7.128031844	9	8.472884824	32.98952514	37.54685671	0.743589744	0.463687151	6.20371127	1359.548849	38.48603352	0.279329609	1.569613695	0.527777778	5.818181818	0.229050279	11	0	22	0	0	11	8	1	0	0	1	30	0	0	0	0	0	20	9	8	0	0	4	0	9	0	9	16	6	2	2	6	0	0	4	1	0	0	1	0.155553492	4.5	0.045563218	2
205	164	42	0.395348837	0.046511628	4	3.790697674	1	0	1	42	42	32	0.581395349	18.7047619	61.47642857	15.11857143	2.835104762	18	11.20814326	46.76190476	53.22041572	0.736842105	0.761904762	4.937707199	489.0738814	52.41904762	0.571428571	0.3086067	0.388888889	6.5	0.214285714	2	0	5	0	0	3	0	0	0	0	1	10	1	0	0	0	0	3	0	6	0	0	0	0	0	0	1	2	0	0	5	1	0	0	1	0	0	0	1	0.033008874	2.1	-0.016748126	0
181	151	31	0.28125	0.15625	4	4.6875	2	0	0	20	15.5	23	0.5	11.36129032	71.02508065	7.203387097	6.442719355	9	8.841846275	31.62903226	41.19915799	1.857142857	0.741935484	4.130921947	805.785124	34.12903226	0.516129032	0.538815906	0.277777778	5.5	0.161290323	0	0	9	0	0	3	0	0	0	0	1	9	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	3	0	0	2	1	0	0	1	0.067092034	2.1	-0.030424949	1
1004	830	176	0.458762887	0.144329897	3	4.164948454	6	0	0.5	17	29.33333333	101	0.448453608	16.27878788	57.37189394	12.54431818	8.141774242	15	12.4579756	45.24242424	50.67896167	1.448275862	0.573863636	7.613161451	608.0799667	74.96189394	0.392045455	1.809068067	0.527777778	7.142857143	0.1875	3	0	22	0	0	21	13	0	0	0	2	47	0	0	0	0	0	8	8	8	1	0	0	0	7	0	10	3	5	4	3	8	2	0	2	2	0	1	1	0.181271509	4.8	0.120158599	2
390	320	71	0.453333333	0.16	3	4.173333333	3	0	0.333333333	27	23.66666667	50	0.533333333	13.41032864	68.42460094	9.594929577	7.701493427	11	10.50422373	40.56807512	53.92155204	2.307692308	0.704225352	5.933908291	516.4930556	62.87726358	0.507042254	1.42413799	0.444444444	7	0.126760563	5	0	12	2	0	10	6	0	0	0	0	17	3	0	0	1	0	2	2	0	0	0	0	0	0	0	1	1	0	0	2	5	1	0	2	4	0	0	0	0.078102471	4.5	0.007579006	0
237	190	48	0.58	0.08	3	3.68	2	0	0	29	24	38	0.62	12.1	80.25	8.028333333	6.142733333	9	8.841846275	32.33333333	66.06586191	1.0625	0.791666667	5.484827557	299.4886779	75.20833333	0.604166667	0.577350269	0.416666667	6	0.145833333	2	0	7	0	0	7	2	0	0	0	2	8	1	0	0	0	0	7	2	0	0	0	1	0	1	0	2	0	0	0	2	3	0	0	1	0	0	0	1	0.069639328	4.8	0.05048285	1
466	380	87	0.484210526	0.157894737	3	3.926315789	6	0	0	18	14.5	53	0.484210526	9.018390805	84.17956897	5.120172414	7.441102299	6	7.793537801	31.74137931	42.43528665	1.125	0.609195402	5.682196435	692.0415225	45.10733604	0.333333333	1.393746295	0.444444444	5.333333333	0.206896552	2	0	12	0	0	8	1	0	0	0	2	24	0	0	0	0	0	8	2	4	0	0	0	0	2	0	3	5	0	2	4	4	0	0	4	1	0	0	2	0.112168881	4.8	0.064522364	2
196	163	34	0.416666667	0.166666667	3	4.472222222	2	0	0	19	17	29	0.444444444	12.68235294	67.65647059	8.045882353	9.123817647	10	10.1257567	34.64705882	79.9273282	1	0.852941176	4.973458969	306.122449	89.04705882	0.705882353	1.543487266	0.416666667	8	0.205882353	2	0	4	0	0	3	1	0	0	0	0	8	0	0	0	0	0	2	0	3	0	0	1	0	1	0	1	3	1	0	0	2	1	0	0	2	0	0	1	0.063813295	4.5	0.009242642	1
908	745	166	0.523809524	0.132275132	3	3.873015873	9	0.111111111	0	25	18.44444444	80	0.428571429	10.5103079	72.93557564	7.668393574	7.880561312	8	10.50422373	33.50468541	38.29888957	1.574468085	0.481927711	6.209204206	1726.222222	42.36480807	0.277108434	1.629916104	0.583333333	5.6	0.174698795	8	1	27	0	0	11	11	0	0	0	1	44	1	2	0	0	0	6	5	7	0	0	1	0	11	0	10	5	3	2	4	5	0	0	3	5	1	5	1	0.169215184	4.8	0.089982292	3
260	211	50	0.461538462	0.153846154	3	4.019230769	3	0	0	21	16.66666667	38	0.538461538	10.66666667	76.55433333	6.722	6.357966667	7	9.725611199	32.66666667	57.69873981	1.352941176	0.76	5.374011537	445.5807159	62.57333333	0.58	0.848528137	0.472222222	4.5	0.24	2	0	8	0	0	6	1	0	0	0	2	11	1	0	0	0	0	2	1	2	0	0	1	0	1	0	2	0	3	1	5	1	0	0	0	0	0	0	2	0.120876022	4.5	0.067285653	1
422	342	81	0.44047619	0.083333333	3	4.035714286	2	0	0.5	64	40.5	52	0.523809524	18.6691358	60.23861111	14.91858025	8.569374074	19	10.1257567	49.14197531	45.73367246	1.590909091	0.641975309	5.777777778	820	48.34738186	0.456790123	1.222222222	0.527777778	7	0.160493827	1	0	12	0	0	12	7	1	0	0	1	19	0	0	0	0	0	5	2	2	0	0	1	0	2	0	4	4	1	1	1	2	0	0	3	1	0	0	1	0.105824624	4.8	0.035372712	1
219	180	40	0.422222222	0.111111111	4	3.977777778	2	0.5	0.5	35	20	36	0.377777778	10	80.785	6.96	7.7865	10	3.1291	32.5	130.9907281	1	0.9	5.692099788	190.3114187	182.25	0.75	0.948683298	0.416666667	5.5	0.3	1	0	3	0	0	5	2	2	0	0	0	9	0	1	0	0	0	4	1	1	0	0	0	0	2	0	5	1	1	0	5	0	0	0	0	2	0	0	0	0.018237948	3.9	0.001979565	1
768	625	137	0.477987421	0.13836478	4	3.855345912	3	0	1	31	45.66666667	87	0.41509434	22.35425791	42.53734793	18.67109489	8.898209002	22	14.06817629	61.72506083	55.73290056	1.372093023	0.635036496	7.432911622	525.7936508	87.84459854	0.430656934	1.708715315	0.527777778	7	0.189781022	2	0	20	0	0	11	10	0	1	0	1	36	0	0	0	0	0	4	4	9	0	0	0	0	9	0	11	4	2	1	2	6	3	0	2	4	0	13	2	0.193131609	4.8	0.136938933	3
259	201	46	0.4375	0.166666667	4	4.125	2	0	0.5	21	23	37	0.541666667	14.4173913	74.98130435	8.514782609	8.553169565	11	8.841846275	40.39130435	69.22287567	0.894736842	0.804347826	5.455352378	293.2098765	79.36231884	0.630434783	1.326977605	0.472222222	5	0.239130435	1	0	6	0	0	5	1	1	0	0	1	8	0	0	0	0	0	5	0	2	0	0	1	0	3	0	5	2	0	1	2	1	0	0	0	2	0	12	2	0.081206183	4.8	0.028098053	1
450	363	88	0.494736842	0.094736842	3	3.768421053	4	0	0.25	21	22	60	0.515789474	10.16363636	85.48454545	6.801363636	6.880881818	9	5.985473137	32.22727273	54.54995497	1.708333333	0.681818182	6.396021491	723.2994768	69.39935065	0.5	1.279204298	0.555555556	6	0.204545455	2	0	17	0	0	11	3	0	0	0	1	20	1	1	0	0	0	3	1	2	0	0	0	0	6	0	7	1	1	1	4	4	1	0	2	5	0	1	3	0.149795367	4.8	0.059542358	2
993	818	179	0.463414634	0.126829268	4	3.946341463	13	0.230769231	0	23	13.76923077	95	0.429268293	9.753502364	72.3396777	6.590055866	6.965822561	7	9.661875297	28.29437043	45.01996856	1.384615385	0.530726257	7.100633381	1057.843256	61.52317771	0.30726257	1.569613695	0.527777778	4.75	0.184357542	4	0	30	0	0	13	14	0	0	0	8	50	0	0	0	0	0	6	2	8	0	1	0	0	5	0	15	4	1	3	4	6	0	0	3	3	3	3	1	0.086842785	4.5	0.019374963	2
566	452	115	0.454545455	0.05785124	4	3.685950413	5	0	0	21	23	58	0.619834711	9.895652174	84.17695652	7.232173913	5.738430435	9	6.742157985	29.08695652	35.21143923	0.8125	0.504347826	5.408527888	1157.52551	31.04836003	0.27826087	0.559502885	0.527777778	7.2	0.226086957	5	0	15	0	0	13	3	0	0	0	5	18	0	0	0	1	0	12	1	9	0	0	0	0	3	0	8	3	3	2	5	5	1	0	3	1	0	0	0	0.093426658	3.9	0.001045753	1
592	488	105	0.447368421	0.184210526	3	4.210526316	6	0	0	18	17.5	67	0.447368421	11.57142857	68.21535714	8.092142857	7.512119048	9	10.1257567	37.5	50.50157793	1.256410256	0.638095238	6.538530489	497.0414201	64.12857143	0.40952381	1.561440117	0.472222222	6.333333333	0.238095238	3	0	9	0	0	10	4	0	0	0	3	21	1	0	0	1	0	4	5	5	0	0	0	0	9	0	11	0	8	0	1	5	0	0	5	1	0	0	2	0.159890831	4.8	0.114427316	2
737	600	133	0.486111111	0.152777778	3	4.125	6	0	0.166666667	25	22.16666667	62	0.479166667	13.97944862	64.1147807	9.823421053	7.822733584	11	12.4579756	38.70802005	33.72133107	1.763157895	0.466165414	5.376081811	1697.222222	29.30932966	0.255639098	1.040531963	0.444444444	8	0.233082707	6	0	24	0	0	17	7	0	0	0	0	32	0	0	0	0	0	2	1	4	0	0	1	0	4	0	4	1	14	0	4	8	0	0	4	2	1	6	1	0.117868452	4.8	0.059962646	3
463	385	79	0.317647059	0.152941176	4	4.447058824	5	0	0	23	15.8	51	0.458823529	10.37063291	70.85875949	7.301113924	8.017901519	9	9.3871	32.2556962	45.77681342	0.735294118	0.64556962	5.737948295	683.0487297	49.97400542	0.443037975	1.575123061	0.5	5.2	0.227848101	1	0	11	0	0	6	5	0	0	0	1	15	1	0	0	0	0	9	1	4	0	1	0	0	0	0	5	5	3	0	2	3	0	0	5	2	0	0	0	0.10947526	4.8	0.043202979	1
277	224	54	0.542372881	0.118644068	3	3.762711864	5	0	0	7	10.8	38	0.491525424	8.764444444	89.33966667	3.481259259	5.926624444	3	8.238735603	23.76296296	47.2484156	1.047619048	0.703703704	5.171145013	518.6267348	49.30324074	0.518518519	0.816496581	0.416666667	4.166666667	0.185185185	1	0	5	0	0	6	5	0	0	0	2	11	0	0	0	0	0	7	3	1	0	0	0	0	3	0	3	4	1	1	0	1	0	0	0	0	0	1	1	0.193647758	4.8	0.079685018	2
289	235	56	0.523076923	0.092307692	4	3.6	7	0.285714286	0	10	8	42	0.476923077	6.057142857	97.49714286	1.647857143	6.570978571	2	6.868970319	18.71428571	58.31370002	1.1	0.75	5.61248608	598.2905983	73.125	0.571428571	1.202675589	0.416666667	4	0.196428571	1	0	7	0	0	6	3	1	1	0	3	14	0	0	0	0	0	6	2	1	0	0	0	0	0	0	5	3	2	0	0	1	0	0	0	3	2	0	1	0.086205681	3.6	0.014740641	1
952	778	177	0.519607843	0.117647059	3	3.789215686	9	0	0.222222222	17	19.66666667	96	0.470588235	11.03050847	73.59536723	7.88	7.109819774	9	9.444778639	33.2259887	46.33273472	1.574074074	0.542372881	7.215801869	795.4676841	65.56685499	0.344632768	2.104608878	0.555555556	6	0.186440678	7	0	24	0	0	19	9	2	3	0	2	45	0	0	0	0	0	9	5	7	0	0	0	0	9	0	9	5	11	1	2	5	1	0	2	2	0	0	1	0.129159503	4.8	0.037593416	3
532	444	89	0.434343434	0.252525253	3	4.404040404	6	0	0	7	14.83333333	61	0.434343434	11.77602996	61.55220037	8.359044944	8.630210861	9	10.86419502	42.92322097	55.54881337	1.615384615	0.685393258	6.465987068	425.1651824	73.91231942	0.483146067	1.907996184	0.444444444	5.833333333	0.168539326	4	0	11	0	0	15	4	0	0	0	1	23	2	0	0	0	0	4	4	3	0	0	0	0	2	0	6	2	0	0	2	5	1	0	0	3	1	0	1	0.098097584	4.8	0.092088959	2
501	410	92	0.364583333	0.0625	4	4.166666667	3	0	0.666666667	32	30.66666667	61	0.510416667	14.0057971	65.36050725	11.76130435	6.70224058	15	8.841846275	37.1884058	51.98679885	1.518518519	0.663043478	6.359689629	519.9655271	62.62552595	0.47826087	0.834057656	0.555555556	7	0.152173913	2	0	11	2	0	10	6	0	0	0	1	23	1	0	0	0	0	5	3	4	1	0	1	0	5	0	4	5	2	0	1	2	0	0	3	2	0	0	2	0.238042192	4.8	0.071830683	1
685	545	140	0.489795918	0.040816327	4	3.646258503	6	0.166666667	0.333333333	25	23.33333333	81	0.523809524	10.19047619	82.23595238	7.585714286	6.485619048	9	6.4273556	27.61904762	47.05501325	0.677419355	0.578571429	6.845749463	709.8221439	58.38177966	0.4	1.098700531	0.527777778	5.111111111	0.25	9	0	15	0	0	8	6	1	0	0	5	24	0	0	0	0	0	17	0	9	0	0	2	0	5	0	19	6	4	1	1	4	0	0	3	1	2	1	1	0.067239869	3.6	0.012183844	2
184	151	34	0.405405405	0.135135135	4	4.081081081	2	0	0	16	17	29	0.486486486	9.152941176	72.63294118	7.351764706	8.194994118	8	7.16862163	31.70588235	79.9273282	1.181818182	0.852941176	4.973458969	480.1097394	91.52058824	0.705882353	1.028991511	0.361111111	5	0.176470588	2	0	7	0	0	3	4	0	0	0	0	4	2	0	0	0	0	0	0	5	0	0	0	0	1	0	1	1	2	1	0	1	0	0	0	1	0	0	1	0.044664499	3.9	0.005228593	0
727	579	149	0.503184713	0.095541401	4	3.643312102	8	0.125	0.125	25	18.625	87	0.496815287	9.060738255	83.45814178	6.245562081	6.467816779	6	7.16862163	28.69211409	48.9978731	0.93442623	0.583892617	7.127317709	561.1141157	64.31765534	0.416107383	1.228847881	0.5	5.625	0.214765101	4	0	16	0	0	16	7	0	0	0	5	32	0	0	0	0	0	17	2	10	0	0	5	0	1	0	8	1	6	2	10	5	0	0	2	0	0	0	0	0.118071457	4.8	0.055072916	2
195	160	36	0.435897436	0.076923077	3	4	3	0.333333333	0	20	12	29	0.41025641	8.133333333	91.255	3.512222222	6.424755556	5	3.1291	20.33333333	61.1648083	1.142857143	0.805555556	4.833333333	408.1632653	65.07738095	0.638888889	0.833333333	0.361111111	5	0.222222222	1	0	4	0	0	3	2	0	0	0	0	9	0	0	0	0	0	3	0	3	0	0	0	0	2	0	1	3	2	0	2	0	0	0	1	1	1	0	0	0.155151542	3	-0.001471147	0
842	683	154	0.491017964	0.137724551	3	3.994011976	5	0	0.4	28	30.8	81	0.508982036	15.95636364	63.50546753	12.05316883	7.009764416	14	11.20814326	45.73506494	41.95565313	1.087719298	0.525974026	6.527166009	956.5774716	48.73185376	0.324675325	1.208734446	0.527777778	8.2	0.207792208	1	0	22	0	0	22	9	0	1	0	2	28	0	0	0	0	0	12	1	12	0	0	0	0	5	0	6	5	5	2	6	8	1	0	6	1	0	9	2	0.170021679	4.8	0.072339902	3
932	756	177	0.523076923	0.107692308	3	3.815384615	8	0	0	18	22.125	94	0.502564103	11.33587571	74.44592161	8.372083333	6.78570791	9	9.188382445	33.98940678	44.87429775	0.866666667	0.531073446	7.065472663	809.0810289	58.64202573	0.333333333	1.503292056	0.472222222	5.875	0.192090395	11	0	18	0	0	21	13	0	0	0	5	31	0	0	0	0	0	15	7	19	0	0	0	0	3	0	8	6	7	3	3	7	0	0	1	1	0	0	1	0.10119644	4.8	0.113575412	3
617	509	110	0.480314961	0.133858268	3	3.913385827	4	0	0.25	27	27.5	74	0.42519685	16.09090909	62.78977273	11.33318182	8.589136364	13	13.42789981	42.95454545	58.0543115	1.514285714	0.672727273	7.05562316	408.1632653	87.80959596	0.427272727	1.81157892	0.555555556	6	0.181818182	4	0	12	0	0	11	8	0	0	0	1	32	1	3	0	0	0	6	4	4	0	1	0	1	3	0	4	2	0	3	6	5	0	0	3	5	0	1	2	0.080248778	4.8	0.050487798	2
751	611	141	0.493421053	0.138157895	3	3.953947368	8	0	0.125	13	17.625	85	0.513157895	10.45425532	76.145625	7.017083333	7.198359574	8	9.82788879	32.51861702	50.82349491	1.017857143	0.602836879	7.158291329	603.861228	69.54154002	0.439716312	1.852734226	0.583333333	5.6	0.226950355	4	1	18	0	0	16	0	1	0	0	6	23	1	0	0	0	0	8	5	11	0	0	5	0	8	0	13	3	8	1	3	4	1	0	1	6	0	3	1	0.088069333	4.8	0.045716306	2
620	510	116	0.527559055	0.141732283	3	3.929133858	6	0	0.166666667	12	19.33333333	78	0.440944882	10.83678161	79.27373563	7.005172414	7.453967816	9	9.725611199	34.85057471	59.28048496	1.170731707	0.672413793	7.242118189	499.5555556	87.6438294	0.50862069	1.856953382	0.527777778	6.833333333	0.198275862	4	2	18	0	0	11	7	1	0	0	0	26	0	1	0	0	0	11	2	5	0	0	0	0	4	0	2	7	2	4	4	4	0	0	3	5	1	6	2	0.103190698	4.8	0.049020396	2
211	172	40	0.487804878	0.12195122	3	4.12195122	1	0	1	40	40	27	0.609756098	19	52.025	15.94	7.989	19	11.20814326	52.5	36.43509551	1.454545455	0.675	4.269074841	857.9881657	28.73942308	0.425	0.790569415	0.333333333	8	0.125	4	0	7	0	0	5	1	1	0	0	0	10	0	0	0	0	0	4	1	1	0	0	0	0	1	0	0	4	0	0	0	1	0	0	0	0	0	0	1	0.034522288	2.1	-0.023351371	0
548	448	101	0.467889908	0.174311927	3	4.073394495	8	0.25	0	14	12.625	53	0.504587156	9.01039604	79.26616955	5.339690594	7.389432673	6	9.516144504	31.43688119	35.28828205	1	0.524752475	5.273697108	965.2366864	31.57807343	0.237623762	1.194044628	0.444444444	5.375	0.188118812	2	0	15	0	0	9	4	0	0	0	1	23	1	0	0	0	0	7	6	5	0	0	0	0	4	0	8	1	0	0	7	3	0	0	5	1	0	0	1	0.051347891	4.5	0.024562076	1
594	478	117	0.5	0.095238095	3	3.674603175	7	0	0.142857143	25	16.71428571	76	0.53968254	8.395115995	84.30076923	5.653357753	6.085015751	6	7.95725182	26.97069597	54.91080693	1	0.64957265	7.026202486	506.6616626	75.85741088	0.452991453	1.01695036	0.527777778	5.857142857	0.222222222	2	0	18	0	0	19	6	0	0	0	1	20	0	0	0	1	0	15	0	4	0	0	1	0	3	0	9	8	1	3	4	1	0	0	1	1	0	2	2	0.041743242	4.8	0.023322841	2
352	285	68	0.5	0.125	3	3.888888889	4	0	0.25	23	17	43	0.527777778	8.564705882	82.58588235	5.963529412	6.105141176	7	8.076483399	30.23529412	40.92131127	0.806451613	0.632352941	5.214515938	793.6507937	39.15529412	0.441176471	0.727606875	0.5	4.166666667	0.25	1	0	8	0	0	7	3	0	1	0	1	11	0	0	0	0	0	9	1	4	0	0	0	0	2	0	3	1	4	1	3	5	0	0	3	0	0	0	1	0.173601922	3.9	0.023984879	1
991	812	180	0.464646465	0.146464646	3	4.03030303	8	0	0	26	22.5	105	0.494949495	12.55555556	65.5575	9.705	7.735055556	11	10.41145118	38.61111111	52.58524554	1.278688525	0.583333333	7.826237921	459.4386774	80.85	0.394444444	2.161532378	0.555555556	7.25	0.183333333	7	1	24	0	0	21	15	0	0	0	0	36	2	1	0	0	0	11	6	11	0	0	0	0	7	0	9	3	8	3	2	8	2	0	4	4	0	0	3	0.123793692	4.8	0.047266067	3
343	278	67	0.466666667	0.066666667	4	3.653333333	5	0	0	14	13.4	43	0.48	7.151044776	89.69370149	4.077791045	6.422184776	4	7.554174237	20.86268657	41.9313402	1.272727273	0.641791045	5.253286107	856.25	43.12033582	0.373134328	0.977355555	0.416666667	4.8	0.208955224	0	0	9	0	0	7	5	0	0	0	2	16	0	0	0	0	0	6	0	2	0	0	0	0	3	0	5	2	1	1	3	2	0	0	3	1	0	0	1	0.165303445	4.5	0.027353113	1
385	311	75	0.49382716	0.098765432	3	3.827160494	2	0	1	33	37.5	49	0.49382716	17.13333333	62.7405	13.82433333	8.0229	17	10.1257567	48.16666667	45.91658621	1.727272727	0.653333333	5.658032638	948.1481481	49.86692308	0.386666667	1.154700538	0.444444444	5.75	0.2	0	0	12	0	0	12	5	0	0	0	1	21	1	0	0	0	0	5	0	2	0	0	0	0	2	0	3	4	1	1	2	4	0	0	2	3	0	2	1	0.110055493	3.6	0.004353635	1
