numberOfCharacters	numberOfCharactersNoSpaces	numberOfWords	numberOfShortWords	numberOfLongWords	mostFrequentWordLength	averageWordLength	numberOfSentences	numberOfShortSentences	numberOfLongSentences	mostFrequentSentenceLength	averageSentenceLength	numberOfDifferentWords	numberOfStopwords	gunningFogIndex	fleschReadingEase	fleschKincaidGradeLevel	daleChallReadabilityFormula	automatedReadabilityIndex	simpleMeasureOfGobbledygook	lix	wordVariationIndex	nominalRatio	typeTokenRatio	guiraudsIndex	yulesK	theDEstimate	hapaxLegomena	advancedGuiraudIndex	numberOfDifferentPosTags	sentenceStructureTreeHeight	correctVerbForm	pos_CC	pos_CD	pos_DT	pos_EX	pos_FW	pos_IN	pos_JJ	pos_JJR	pos_JJS	pos_LS	pos_MD	pos_NN	pos_NNS	pos_NNP	pos_NNPS	pos_PDT	pos_POS	pos_PRP	pos_PRP$	pos_RB	pos_RBR	pos_RBS	pos_RP	pos_SYM	pos_TO	pos_UH	pos_VB	pos_VBD	pos_VBG	pos_VBN	pos_VBP	pos_VBZ	pos_WDT	pos_WP	pos_WRB	numberOfSpellcheckingErrors	numberOfCapitalizationErrors	numberOfPunctuationErrors	scoreCosineSimilarityMax	cosineTopEssaySimilarityAverage	cosinePattern	cosineSumOfCorrelationValues	avgDistanceNeighbouringPointsEuc	minDistanceNeighbouringPointsEuc	maxDistanceNeighbouringPointsEuc	indexDistanceNeighbouringPointsEuc	avgDistanceNeighbouringPointsCos	minDistanceNeighbouringPointsCos	maxDistanceNeighbouringPointsCos	indexDistanceNeighbouringPointsCos	avgDistanceAnyPointsEuc	maxDistanceAnyPointsEuc	avgDistanceAnyPointsCos	maxDistanceAnyPointsCos	clarkEvansNearestNeighbour	avgDistanceNearestNeighbour	cumulativeFrequencyDistribution	avgDistanceCentroidEuc	minDistanceCentroidEuc	maxDistanceCentroidEuc	indexDistanceCentroidEuc	avgDistanceCentroidCos	minDistanceCentroidCos	maxDistanceCentroidCos	indexDistanceCentroidCos	standardDistance	relativeDistance	determinantDistanceMatrix	moransI	gearysC	getissG	score
431.0	351.0	81.0	0.5287356321839081	0.1724137931034483	2.0	3.954022988505747	2.0	0.0	0.5	56.0	40.5	45.0	0.5287356321839081	20.15061728395062	47.70527777777781	16.666728395061728	9.349127160493827	19.0	12.161744961471694	59.01851851851852	35.00533318029955	0.7352941176470589	0.5555555555555556	5.0	1060.0907029478458	30.20833333333334	0.2962962962962963	1.6666666666666667	0.4444444444444444	9.5	0.19753086419753085	5.0	0.0	8.0	1.0	0.0	9.0	7.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	10.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	1.0	1.0	7.0	1.0	0.0	2.0	5.0	0.0	0.0	1.0	0.08707513682789828	6.0	0.14245457414757712	1.0119125988528357	0.6296288974669553	1.2384276537791152	0.5084099144149564	0.5489358488041168	0.19821627426272692	0.7668515268224221	0.2584806410754234	1.2060646177301055	1.4142135623730951	0.7647175387255215	1.0	3.5946202855587845	0.8986550713896961	0.5	0.7517519540857042	0.6162342001778401	0.8591161513962176	0.7172885752134321	0.3469595372751707	0.19858162224773912	0.4729413231963294	0.41988638443696125	0.7573230182980979	0.8815141201423259	-4.852455485496686	-0.09799212971070145	0.8037639944037578	0.4	2.0
863.0	715.0	150.0	0.49375	0.175	3.0	4.35	5.0	0.0	0.6	53.0	30.0	100.0	0.46875	17.866666666666667	48.921000000000035	13.88866666666667	9.019366666666667	16.0	15.112257680678326	48.66666666666667	64.3929938758288	2.085714285714286	0.6666666666666666	8.16496580927726	351.79083855882664	106.66666666666666	0.5133333333333333	2.6127890589687235	0.6666666666666666	7.25	0.12	8.0	1.0	17.0	1.0	0.0	18.0	11.0	1.0	0.0	0.0	1.0	46.0	0.0	1.0	0.0	0.0	0.0	6.0	8.0	2.0	0.0	0.0	1.0	0.0	4.0	0.0	5.0	4.0	2.0	2.0	3.0	2.0	1.0	0.0	5.0	5.0	0.0	2.0	2.0	0.08824332603272766	6.0	0.23437037648089748	1.130102425743693	1.0393713725106744	1.2016381981582656	0.8649619944703029	0.6400376934365272	0.5401464249973613	0.7219671796365214	0.7481592518780441	1.2946435367920248	1.4142135623730951	0.8444904278946566	1.0	5.807889142687573	1.0975878795559606	0.2857142857142857	0.8502600816426558	0.8245560452233424	0.9019234412062388	0.9142195529595897	0.4744992275889786	0.43267600982339094	0.5597673759027457	0.7729568182240122	0.850793123030164	0.943309691443774	31.4753847082905	0.0841146625846322	0.7616019463916702	0.44590918643973887	3.0
509.0	415.0	95.0	0.5619047619047619	0.1619047619047619	2.0	3.914285714285714	5.0	0.2	0.2	30.0	19.0	59.0	0.4857142857142857	12.231578947368423	63.766842105263166	9.08526315789474	7.57068947368421	8.0	11.20814326018867	36.89473684210526	45.77494072346396	1.2222222222222223	0.6210526315789474	6.053272277302409	654.5454545454546	53.43640350877194	0.3894736842105263	1.6415653633362466	0.5	7.8	0.17894736842105263	5.0	0.0	5.0	0.0	0.0	16.0	7.0	0.0	0.0	0.0	0.0	19.0	1.0	2.0	0.0	0.0	0.0	10.0	4.0	5.0	0.0	0.0	3.0	0.0	3.0	0.0	3.0	3.0	1.0	2.0	0.0	8.0	0.0	0.0	2.0	5.0	0.0	2.0	2.0	0.07515331733371654	6.0	0.2233416289302303	1.1221900124581647	1.0365357085621252	1.1988115047165115	0.8646361037444661	0.6318700627867434	0.5372031375621933	0.7185745119203333	0.747595591898411	1.2379464915343839	1.3708707710184438	0.7741110743353435	0.9396433354163509	4.335517065315965	1.0838792663289913	0.5	0.761023682009713	0.7029428591479089	0.8025206693943054	0.8759186971202225	0.35237611667844415	0.28562854547935623	0.4013676074864425	0.711638259171187	0.7619601733368403	0.9494586275415463	-6.683496320876006	-0.12294925009718245	0.816237661992689	0.379658580401489	2.0
1427.0	1178.0	256.0	0.4444444444444444	0.14583333333333334	4.0	4.024305555555555	17.0	0.0	0.11764705882352941	12.0	15.058823529411764	140.0	0.4513888888888889	9.304779411764706	70.59873161764708	7.153253676470587	7.344042647058823	7.0	10.328600350310266	31.465073529411764	53.6730060789829	1.10989010989011	0.546875	8.75	452.21652929382935	95.04310344827586	0.30078125	2.1875	0.6944444444444444	4.9523809523809526	0.1953125	6.0	1.0	34.0	1.0	0.0	22.0	22.0	1.0	0.0	0.0	2.0	59.0	6.0	0.0	0.0	1.0	1.0	13.0	11.0	15.0	0.0	0.0	0.0	0.0	5.0	0.0	9.0	12.0	6.0	3.0	4.0	16.0	1.0	0.0	8.0	4.0	0.0	7.0	4.0	0.22071386216380517	6.0	0.3120057308499605	1.1303584078609266	0.9745341594621997	1.2883926344566567	0.7563953203389602	0.6427738513578812	0.4748584139793478	0.8299777902610821	0.5721338806306779	1.3230290276015804	1.4142135623730954	0.8839086786072972	1.0	7.322085556791072	1.015390573782481	0.38461538461538464	0.9027919669275886	0.8327719069053126	0.9425421076269181	0.8835381466426162	0.5709495406479707	0.4283012206998156	0.6554033848757886	0.6534925369373653	0.9032805230546116	0.958345007342794	221.7998927737463	0.1819795660766725	0.7815207758943506	0.6120837724911596	4.0
712.0	576.0	141.0	0.5419354838709678	0.09032258064516129	3.0	3.6774193548387095	2.0	0.0	1.0	70.0	70.5	74.0	0.5032258064516129	29.902127659574468	25.477500000000035	27.21989361702128	9.373016312056738	33.0	13.023866798666859	80.4290780141844	40.4112056073633	1.22	0.524822695035461	6.23192421589224	818.3673469387754	44.923256060124906	0.2624113475177305	0.9263671131731709	0.6111111111111112	8.166666666666666	0.18439716312056736	3.0	1.0	17.0	2.0	0.0	15.0	12.0	0.0	0.0	0.0	3.0	33.0	4.0	5.0	0.0	0.0	0.0	7.0	9.0	8.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	9.0	1.0	2.0	5.0	5.0	1.0	0.0	2.0	6.0	1.0	6.0	3.0	0.12794555783008138	6.0	0.166195230246832	1.0441246973818228	0.9167186160392433	1.2246528385603297	0.748553865368829	0.5525089540156619	0.4201865104964526	0.7498872874969366	0.5603328893586147	1.2202947449955268	1.4142135623730951	0.7571176730989476	1.0	4.760912688305107	0.9718172330241371	0.6666666666666666	0.7940099829075713	0.7630284391679815	0.821049321207668	0.9293332561869186	0.3924898307428286	0.35239256345793046	0.42803704936738307	0.8232758448801306	0.794311899853655	0.9674350606432688	-13.033408878269952	0.07051570402902062	0.7909532333835713	0.47354113159901906	2.0
538.0	438.0	101.0	0.4392523364485981	0.07476635514018691	4.0	4.018691588785047	5.0	0.0	0.0	10.0	20.2	68.0	0.5420560747663551	10.852277227722773	74.09041584158419	7.943445544554457	7.296142772277228	9.0	8.841846274778883	28.12079207920792	56.114779571608075	1.3870967741935485	0.6732673267326733	6.766252893427926	328.2828282828283	74.22262226222624	0.43564356435643564	1.194044628251987	0.6111111111111112	6.5	0.16831683168316833	3.0	1.0	12.0	1.0	0.0	14.0	6.0	1.0	0.0	0.0	2.0	24.0	0.0	1.0	0.0	1.0	0.0	7.0	3.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	5.0	2.0	0.0	2.0	3.0	0.0	0.0	4.0	3.0	0.0	0.0	2.0	0.1088689880552117	6.0	0.1960122971178147	1.0553084228541347	1.0320137643332061	1.0809454337431033	0.9547325259144153	0.5570388310163646	0.5325262048865971	0.5842215153650328	0.9115141960389195	1.169242545075825	1.3014203594341465	0.6901999014718454	0.8468474759748515	4.1979390328956105	1.0494847582239026	0.5	0.7180565275494221	0.6591188056532092	0.7655576735179369	0.8609655790195226	0.30548572808320495	0.24557887699106484	0.3547493848180443	0.6922601912813057	0.7194789267962504	0.9398102215997095	-5.343525987725388	-0.13121743802391606	0.8200481447945085	0.4612649997896984	2.0
695.0	572.0	124.0	0.503448275862069	0.1793103448275862	3.0	3.896551724137931	6.0	0.0	0.16666666666666666	13.0	20.666666666666668	68.0	0.4413793103448276	11.815053763440861	63.05188172043013	9.599032258064515	8.227050537634408	10.0	10.864195022040775	41.63440860215054	41.03827830393919	2.0689655172413794	0.5483870967741935	6.106580268910347	1166.9921875	48.277649769585246	0.33064516129032256	1.7062503692543616	0.5833333333333334	7.166666666666667	0.13709677419354838	3.0	0.0	23.0	2.0	0.0	16.0	7.0	0.0	0.0	0.0	1.0	35.0	0.0	2.0	1.0	1.0	0.0	2.0	3.0	7.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	2.0	2.0	3.0	5.0	2.0	0.0	3.0	5.0	0.0	2.0	3.0	0.07953375615833361	6.0	0.14943278141480096	1.0880564771390986	0.8261878309262165	1.2396212440243324	0.6664840852872632	0.6017992604317817	0.34129316598528325	0.7683304143182166	0.44420103594120003	1.2523093878373783	1.3955343335373713	0.7983389081116438	0.9737580380407974	4.761540179440641	0.9719453191158186	0.3333333333333333	0.8149427606643059	0.7681543745015836	0.864646827062832	0.8884024672951972	0.42145218298430137	0.35644348521713864	0.4926059491052609	0.7235874553779966	0.8156484680463575	0.9433313608714439	-14.835962701226444	0.06643827664700835	0.8082618297398674	0.6539968970284236	2.0
458.0	374.0	85.0	0.48936170212765956	0.11702127659574468	3.0	3.9148936170212765	5.0	0.0	0.0	15.0	17.0	53.0	0.5	9.623529411764707	77.11176470588238	6.727058823529411	6.3373470588235294	7.0	8.841846274778883	29.94117647058824	43.96810894427091	1.0625	0.6235294117647059	5.7486571321943885	636.0	48.537867647058825	0.3764705882352941	0.9761870601839528	0.5	6.0	0.21176470588235294	3.0	0.0	9.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	2.0	18.0	0.0	1.0	0.0	0.0	0.0	5.0	6.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	1.0	1.0	3.0	3.0	6.0	0.0	0.0	3.0	3.0	0.0	0.0	1.0	0.1361925964629294	6.0	0.2104092237330922	1.0662840675023952	0.8417507298662139	1.2255106384141883	0.6868571381440148	0.5818197387004537	0.35427214561515163	0.7509381624331758	0.4717727282193858	1.1607089402079207	1.3326611570311406	0.6855035136549658	0.8879928797297889	3.9466831281859944	0.9866707820464986	0.5	0.7148424553329531	0.6407295066354524	0.7908617703914983	0.8101662396935354	0.30295454613147654	0.22864566570410783	0.3828164145416755	0.597272366123204	0.7170269417819838	0.9066400332222858	-5.001859730871327	-0.20284929108102337	0.911180047922613	0.2744789104256209	2.0
534.0	439.0	97.0	0.4818181818181818	0.15454545454545454	4.0	3.9363636363636365	5.0	0.0	0.2	16.0	19.4	69.0	0.4636363636363636	11.883711340206185	62.424412371134025	9.371876288659795	8.342760618556701	9.0	11.602472056035307	36.92577319587629	63.7036265503038	1.5357142857142858	0.711340206185567	7.005888539421972	368.65234375	96.41200294550812	0.4639175257731959	1.7260884807271526	0.5833333333333334	6.8	0.18556701030927836	3.0	0.0	11.0	0.0	0.0	13.0	13.0	0.0	0.0	0.0	1.0	24.0	1.0	2.0	0.0	0.0	0.0	5.0	4.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	5.0	1.0	1.0	4.0	5.0	1.0	0.0	1.0	5.0	0.0	4.0	3.0	0.11742560725511383	6.0	0.2199002003598626	1.1831728559954606	1.0596490544269679	1.272903968376268	0.8324658267651325	0.7030119742599481	0.5614280592739835	0.8101422563540253	0.6929993527317556	1.253367373038711	1.398520140913757	0.7918845932897052	0.9779292922707175	5.005686689276166	1.1193055711287374	0.6	0.7947780100135123	0.7431425525580481	0.8623258246825003	0.8617885853432091	0.3946139038859286	0.32751059433621277	0.48554608253134346	0.6745201045156635	0.7959319535184928	0.9230060503076629	11.605860155297979	-0.11059997419212186	0.912070667883939	0.36779215054769615	2.0
1404.0	1172.0	238.0	0.44402985074626866	0.17537313432835822	3.0	4.287313432835821	10.0	0.0	0.1	27.0	23.8	130.0	0.3843283582089552	15.402352941176472	59.33262184873951	10.89620168067227	8.66496319327731	13.0	12.340626583579944	43.54789915966387	52.20703567289763	2.232142857142857	0.5462184873949579	8.426648406178137	607.4401664932362	88.1030189853719	0.3445378151260504	2.7224556389190906	0.7222222222222222	5.923076923076923	0.13865546218487396	13.0	1.0	27.0	1.0	0.0	33.0	26.0	1.0	0.0	0.0	1.0	77.0	2.0	4.0	0.0	1.0	1.0	6.0	7.0	10.0	0.0	0.0	1.0	0.0	2.0	0.0	3.0	13.0	6.0	1.0	5.0	5.0	1.0	0.0	4.0	11.0	0.0	11.0	4.0	0.16865125875514392	6.0	0.2151146042638711	1.102656818424806	0.8194564657236558	1.22984967388681	0.6663062023945172	0.6139985034590231	0.33575444960815237	0.7562651101797462	0.44396395534940325	1.3023101766732197	1.4142135623730954	0.8541961881589584	1.0	7.885626087355047	1.0537611106817608	0.35714285714285715	0.8895364249399128	0.8027679156265415	0.9552491331452436	0.8403754452865673	0.5452277215122197	0.3816888962629499	0.6764128632852278	0.5642839114696144	0.890607755815675	0.932330347040744	-302.20062809848446	0.1810320116301173	0.7809223398516634	0.536359571155021	4.0
1791.0	1485.0	321.0	0.5145888594164456	0.14323607427055704	1.0	3.856763925729443	10.0	0.0	0.5	12.0	32.1	154.0	0.38992042440318303	17.076760124610594	54.33761214953272	13.654856697819316	10.147663115264798	16.0	13.348371206891418	48.92242990654206	48.17877096281034	1.4591836734693877	0.4797507788161994	8.595441811663592	663.0202140309157	83.39332549853563	0.27414330218068533	3.3488734331156853	0.6666666666666666	5.25	0.14018691588785046	18.0	4.0	31.0	0.0	0.0	30.0	30.0	1.0	0.0	0.0	1.0	95.0	3.0	7.0	0.0	0.0	2.0	18.0	15.0	19.0	0.0	0.0	0.0	0.0	6.0	0.0	8.0	13.0	1.0	1.0	10.0	12.0	1.0	0.0	10.0	13.0	1.0	16.0	4.0	0.20492682284060826	6.0	0.41213119033292334	1.1268250262264277	0.9414310416291519	1.2541340391964935	0.7506622196717616	0.638166265963475	0.4431462030714748	0.7864260941356558	0.563493768042536	1.3198121767191475	1.4142135623730954	0.8753408172986975	1.0	8.894427717309412	1.0786077928790612	0.35294117647058826	0.9071544898872129	0.8289202342180395	0.9507042123063812	0.8719012953640993	0.5802979401849564	0.4173949675962826	0.6755897268697022	0.6178231417612772	0.9076619310001987	0.9547258960789042	981.6874505764308	0.18132128508918868	0.7611463070333016	0.5441202703219401	4.0
226.0	183.0	45.0	0.44	0.04	4.0	3.64	3.0	0.0	0.0	7.0	15.0	37.0	0.54	6.0	84.45000000000003	5.206666666666667	6.134944444444445	5.0	6.42735559955562	19.444444444444443	75.91593503513188	1.1111111111111112	0.8222222222222222	5.515634344499481	371.97231833910035	95.06944444444443	0.6	0.5962847939999439	0.4166666666666667	5.666666666666667	0.24444444444444444	0.0	0.0	5.0	0.0	0.0	8.0	3.0	0.0	0.0	0.0	1.0	8.0	1.0	0.0	0.0	0.0	0.0	5.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	2.0	2.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.17339478358961655	6.0	0.17798255151907647	1.1119076554194576	1.1119076554194576	1.1119076554194576	1.0	0.6181693170901975	0.6181693170901975	0.6181693170901975	1.0	1.1119076554194576	1.1119076554194576	0.6181693170901975	0.6181693170901975	3.144949772801334	1.1119076554194576	1.0	0.5559538277097288	0.5559538277097288	0.5559538277097288	1.0	0.16878682550449114	0.1687868255044911	0.1687868255044912	0.9999999999999993	0.5559538277097288	1.0	-1.2363386341803952	-1.0	1.0	0.38461538461538464	1.0
1096.0	898.0	197.0	0.45622119815668205	0.16589861751152074	4.0	4.0691244239631335	11.0	0.0	0.0	18.0	17.90909090909091	123.0	0.46543778801843316	11.630641439778497	64.97808491001386	8.645306875865252	8.452252838024918	9.0	11.911945987284739	36.18320258421781	61.86322909345853	1.5396825396825398	0.6243654822335025	8.763387148512887	381.35593220338984	112.60093977225957	0.4365482233502538	2.849881999516386	0.6944444444444444	5.214285714285714	0.2131979695431472	3.0	2.0	28.0	0.0	0.0	21.0	19.0	1.0	0.0	0.0	1.0	49.0	1.0	5.0	0.0	0.0	0.0	5.0	6.0	8.0	0.0	1.0	2.0	0.0	8.0	0.0	9.0	8.0	6.0	7.0	4.0	8.0	2.0	0.0	1.0	7.0	0.0	14.0	3.0	0.11819593642399022	6.0	0.24593450343556514	1.1309477198806608	0.9885169261866715	1.2310639945595503	0.8029776929186714	0.6415511204157522	0.48858285667877266	0.7577592793504578	0.6447731753249925	1.321727382338589	1.4142135623730951	0.8793064916380169	1.0	6.988559385866601	1.1049882611343	0.5	0.8891541934834188	0.8224482101139593	0.9265910225245839	0.8876064953372009	0.5432460645754819	0.417407209954866	0.6168032639091733	0.6767266556104523	0.8895930769032632	0.9600708999742774	-110.34774032128583	0.16119995916183216	0.7710529234443119	0.5641062411623367	3.0
1077.0	877.0	202.0	0.5638766519823789	0.12334801762114538	3.0	3.762114537444934	10.0	0.0	0.1	17.0	20.2	103.0	0.44052863436123346	10.456237623762377	69.902297029703	8.52760396039604	7.296142772277228	8.0	10.125756701596842	34.06138613861386	44.436621710329774	1.8823529411764706	0.5099009900990099	7.247054710722006	1007.0400979491889	60.21209620962097	0.3316831683168317	1.3368353349875546	0.5833333333333334	6.2	0.1485148514851485	9.0	3.0	34.0	0.0	0.0	25.0	13.0	0.0	0.0	0.0	2.0	54.0	1.0	2.0	0.0	0.0	0.0	8.0	7.0	6.0	0.0	0.0	0.0	0.0	7.0	0.0	8.0	11.0	6.0	1.0	2.0	2.0	2.0	0.0	2.0	1.0	0.0	3.0	3.0	0.2052727523993513	6.0	0.22865711383967263	1.1153735897710613	1.012702425707352	1.2147546307047858	0.8336682981976322	0.6238521663434081	0.5127831015167774	0.7378144064093606	0.695002831419736	1.2860904067849654	1.4142135623730951	0.8346401311134767	1.0	6.65685231280393	1.052540767791004	0.5	0.8655629738567976	0.7650361180930226	0.9119541555563647	0.8388975623739438	0.5011775045190212	0.33489004002193	0.5818517569470198	0.5755590423565967	0.8667041698308189	0.9503812933469888	-77.96209438414593	0.12558074799114788	0.7950098608864992	0.5196646518703704	4.0
435.0	355.0	81.0	0.5054945054945055	0.14285714285714285	3.0	3.8351648351648353	5.0	0.0	0.0	13.0	16.2	59.0	0.4835164835164835	8.949135802469135	70.28088888888888	7.481086419753087	7.753970617283951	7.0	9.888512548439397	32.24938271604938	63.10725715054733	1.2857142857142858	0.7283950617283951	6.555555555555555	424.1071428571429	88.8807519640853	0.5432098765432098	1.4444444444444444	0.5555555555555556	5.0	0.2222222222222222	5.0	0.0	9.0	0.0	0.0	8.0	8.0	0.0	1.0	0.0	1.0	20.0	0.0	2.0	0.0	0.0	0.0	3.0	4.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0	1.0	5.0	0.0	1.0	8.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	0.02446341173493198	6.0	0.07403158803156078	1.0836613104899777	0.970777981193034	1.2145551547546194	0.7992868643245465	0.5921942884512514	0.4712049443846116	0.7375721119705088	0.6388594914817662	1.2373154527424812	1.4142135623730951	0.7798726668472246	1.0	4.072857553430628	1.018214388357657	0.5	0.7634203815117183	0.7072358452170913	0.8244373336292398	0.8578406342951282	0.35572094565741036	0.28997151704845625	0.42928566602768226	0.6754744916867492	0.7647904942763203	0.9276514576428153	-6.385839572557679	-0.09090797744689225	0.7905015592033267	0.4930509371782375	1.0
369.0	298.0	73.0	0.5714285714285714	0.1038961038961039	3.0	3.779220779220779	3.0	0.0	0.3333333333333333	40.0	24.333333333333332	49.0	0.5844155844155844	12.473059360730595	66.24625570776259	10.064383561643833	8.087953881278539	10.0	12.457975602129121	35.29223744292237	48.29067483315434	1.619047619047619	0.6712328767123288	5.7350162126103985	600.1890359168242	52.76170091324201	0.410958904109589	1.4044937663535668	0.4722222222222222	6.0	0.1506849315068493	4.0	0.0	8.0	0.0	0.0	9.0	6.0	0.0	0.0	0.0	2.0	18.0	0.0	1.0	0.0	0.0	0.0	3.0	4.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	1.0	2.0	3.0	1.0	0.0	0.0	3.0	4.0	0.0	2.0	3.0	0.13341428000522998	6.0	0.2254174326527843	1.1538764659883907	1.1242854676505059	1.1834674643262755	0.9499927133954116	0.6661532629722452	0.6320089063850582	0.7002976195594321	0.9024861555043763	1.1499341067762263	1.1834674643262755	0.6614816428873206	0.7002976195594321	3.915151113161645	1.1302067745509696	0.6666666666666666	0.6639116943135805	0.6442906519137714	0.6787018881117015	0.949298452235532	0.25232879012555276	0.23502351112079256	0.26546858388918293	0.8853157224016408	0.6640690942401102	0.978440027753123	3.0391196681508927	-0.46649854520568507	0.9664985452056849	0.33765877256096266	1.0
988.0	823.0	177.0	0.5047619047619047	0.13333333333333333	3.0	3.8523809523809525	7.0	0.0	0.2857142857142857	44.0	25.285714285714285	92.0	0.4380952380952381	13.730104923325264	65.98016949152544	10.338095238095239	8.548242050040356	12.0	9.236282656511921	41.104923325262305	43.4812928194408	1.4821428571428572	0.519774011299435	6.915143457626026	808.5612366230678	59.07078763708873	0.2768361581920904	1.8791150700070722	0.6388888888888888	4.75	0.15819209039548024	8.0	0.0	24.0	0.0	0.0	20.0	13.0	0.0	0.0	0.0	3.0	49.0	1.0	5.0	0.0	0.0	4.0	6.0	8.0	11.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	3.0	2.0	5.0	6.0	9.0	2.0	0.0	2.0	7.0	0.0	9.0	2.0	0.1961681163552711	6.0	0.2763603784603378	1.1106525450522327	0.9595685253960446	1.2215219953874294	0.7855515733809597	0.6215421554676395	0.46038587746536974	0.7460579926076438	0.6170912744413011	1.26275738409403	1.414213562373095	0.803295446644789	1.0	6.3869271399151835	1.0644878566525307	0.5555555555555556	0.8438989971655674	0.7935918796625441	0.9283790168571221	0.8548145372233011	0.46524809211896234	0.3864710701863885	0.6034871518998368	0.6403965170919375	0.8450091106121815	0.9101984160228265	51.84881918587597	0.0857195346400049	0.821532868506248	0.5171013058258518	4.0
422.0	344.0	79.0	0.5168539325842697	0.0898876404494382	3.0	3.831460674157303	6.0	0.0	0.0	12.0	13.166666666666666	56.0	0.48314606741573035	8.30464135021097	83.16956751054852	4.929810126582279	7.487541350210971	5.0	8.841846274778883	23.29324894514768	57.641831461485765	1.565217391304348	0.7088607594936709	6.300492245185734	505.51797792808827	76.80352228948817	0.4810126582278481	1.462614271203831	0.5277777777777778	5.571428571428571	0.13924050632911392	8.0	0.0	8.0	1.0	0.0	11.0	5.0	0.0	1.0	0.0	0.0	21.0	1.0	0.0	0.0	1.0	0.0	5.0	3.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	5.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	2.0	0.15745397901726157	6.0	0.19416759960963598	1.1187959519079749	1.0642244395428042	1.163750889703307	0.9144778740526878	0.6267007701529125	0.5662868288600978	0.6771580666426191	0.8362697821319238	1.2342910942007739	1.4142135623730951	0.7693509689973085	1.0	4.420612295266729	1.1051530738166822	0.5	0.7577189335107295	0.693055599535533	0.8330370431689728	0.8319625222175792	0.34962566682562063	0.27529373383826794	0.4395258078513046	0.626342592222485	0.7596138668744676	0.9118608507309655	-6.636002147446084	-0.1672095904446499	0.8455145885550193	0.44493173938711683	2.0
970.0	789.0	182.0	0.422680412371134	0.0979381443298969	4.0	4.025773195876289	9.0	0.0	0.2222222222222222	18.0	20.22222222222222	96.0	0.5618556701030928	10.946031746031746	74.74900488400492	7.857106227106229	5.940895848595848	9.0	10.504223727775692	30.66178266178266	44.88946502467117	0.6853932584269663	0.5274725274725275	7.115993439946571	704.1276448144295	57.11423460260669	0.32967032967032966	0.9636241116594315	0.6388888888888888	6.4	0.21978021978021978	9.0	1.0	13.0	0.0	0.0	20.0	10.0	1.0	1.0	0.0	3.0	29.0	2.0	0.0	0.0	0.0	0.0	25.0	9.0	14.0	0.0	0.0	0.0	0.0	2.0	0.0	10.0	2.0	4.0	4.0	15.0	5.0	1.0	0.0	2.0	2.0	0.0	0.0	3.0	0.14199690450389058	6.0	0.14176414989175393	1.1154289582501993	0.958216270581213	1.2232407951624005	0.7833423103371874	0.6255964199641554	0.4590892106032841	0.7481590214747711	0.6136251751644022	1.2818299384457976	1.3958747686403443	0.8285174893017359	0.9742331848633676	5.723116636814942	1.0815673818020501	0.5714285714285714	0.842017051581103	0.7917222697474083	0.8889570303165035	0.890619279388031	0.46163009739856037	0.3842356376077599	0.5360090266340507	0.7168454606457384	0.8427086376517784	0.947974546476944	29.10094626698134	0.04971684445745046	0.7803378978696586	0.39889567859497166	3.0
271.0	219.0	53.0	0.4915254237288136	0.1016949152542373	4.0	3.6610169491525424	3.0	0.0	0.0	24.0	17.666666666666668	37.0	0.4915254237288136	7.8213836477987435	81.95616352201259	6.216981132075471	8.385785534591195	7.0	6.42735559955562	28.9874213836478	45.81946955950993	1.1666666666666667	0.6981132075471698	5.082340866101494	620.4081632653061	47.62441037735847	0.4716981132075472	0.9615239476408232	0.5	7.0	0.16981132075471697	2.0	0.0	4.0	0.0	0.0	6.0	7.0	2.0	0.0	0.0	1.0	14.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	3.0	0.0	0.0	1.0	3.0	0.0	0.0	1.0	4.0	1.0	0.0	4.0	0.027094752639233603	6.0	0.08413734781613837	0.7943449043447318	0.7943449043447318	0.7943449043447318	1.0	0.3154919135292208	0.3154919135292208	0.3154919135292208	1.0	0.7943449043447318	0.7943449043447318	0.3154919135292208	0.3154919135292208	2.246746673852557	0.7943449043447318	1.0	0.3971724521723659	0.3971724521723659	0.3971724521723659	1.0	0.08225600343266215	0.08225600343266215	0.08225600343266215	1.0	0.39717245217236596	1.0000000000000002	-0.6309838270584411	-1.0	1.0	0.5	2.0
